,album,artist_ratio,artists,id,name,popularity,preview_url,title_ratio,uri
492,Couple Goals,100.0,Justin Bieber,1Y8g8zMEK5lwGIXGg1DOZc,Come Around Me,46.0,,100.0,spotify:track:1Y8g8zMEK5lwGIXGg1DOZc
493,Party,100.0,Justin Bieber,3e2VVyqCmnTXl0bBfgQgBJ,Come Around Me,38.0,,100.0,spotify:track:3e2VVyqCmnTXl0bBfgQgBJ
494,Artist 2.0,100.0,A Boogie Wit da Hoodie,3o0nkjyy6eZL5lZcEpvJec,King Of My City,67.0,https://p.scdn.co/mp3-preview/4a06bc85ef47a4c21196809366c843a5a7914f2f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3o0nkjyy6eZL5lZcEpvJec
495,Artist 2.0 (Deluxe),100.0,A Boogie Wit da Hoodie,7rg8xMdrvKM5QfZzmJLNik,King Of My City,55.0,https://p.scdn.co/mp3-preview/089185c62b8bf9677d0d8228184e9f33ff4be5ee?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7rg8xMdrvKM5QfZzmJLNik
496,King Of My City,100.0,A Boogie Wit da Hoodie,3cbku1FExwxfb7FbOsir8V,King Of My City,40.0,https://p.scdn.co/mp3-preview/54a1051555208c1cbb035d44cea4c916d2044577?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3cbku1FExwxfb7FbOsir8V
497,Artist 2.0 (Deluxe),100.0,A Boogie Wit da Hoodie,1UU88XdZ9ax1dP36O8DPnu,King Of My City,31.0,https://p.scdn.co/mp3-preview/d4d10655cd4e6b42befefd39a78501afa2be98ba?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1UU88XdZ9ax1dP36O8DPnu
498,Artist 2.0,100.0,A Boogie Wit da Hoodie,18AIesWCXvIbXu8RqQw1E1,Cinderella Story,61.0,https://p.scdn.co/mp3-preview/41a180bee1e5eacbbd72d6163fbf6fb1ea9772b5?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:18AIesWCXvIbXu8RqQw1E1
499,Artist 2.0 (Deluxe),100.0,A Boogie Wit da Hoodie,1fp9yLsqhiqVszkfIC0sfO,Cinderella Story,52.0,https://p.scdn.co/mp3-preview/239484451680c32d9111489c84b2c5fd39c71109?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1fp9yLsqhiqVszkfIC0sfO
500,Changes,100.0,Justin Bieber,40qyPyljksBEqlNw5sW37T,Habitual,71.0,,100.0,spotify:track:40qyPyljksBEqlNw5sW37T
501,Changes,100.0,Justin Bieber,5Py8zRKGkZvgHniVVtvNCN,All Around Me,70.0,,100.0,spotify:track:5Py8zRKGkZvgHniVVtvNCN
502,What You See Is What You Get,100.0,Luke Combs,5Fhe63YOMZsGdB3CgCDuBi,Even Though I'm Leaving,75.0,https://p.scdn.co/mp3-preview/0e3db125452646b61a5b969e7f39ba1d8ae477d2?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5Fhe63YOMZsGdB3CgCDuBi
503,NOW That's What I Call Music! Vol. 73,100.0,Luke Combs,13Aa2j5upXYlk7NObR9l0R,Even Though I'm Leaving,42.0,https://p.scdn.co/mp3-preview/ba2d948c9337ce6d8aa5dc4fdf690b1a9a6bbdb4?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:13Aa2j5upXYlk7NObR9l0R
504,Heartache Medication,100.0,Jon Pardi,6ZvAXIWw3rw8WR0Xlmifri,Heartache Medication,68.0,,100.0,spotify:track:6ZvAXIWw3rw8WR0Xlmifri
505,Heartache Medication,100.0,Jon Pardi,5qdQPrWmZv8xYhMJCDrdHF,Heartache Medication,66.0,,100.0,spotify:track:5qdQPrWmZv8xYhMJCDrdHF
506,Funeral,92.0,"Lil Wayne, Big Sean, Lil Baby",1bRO28yzxgO3y3UmNR29TZ,"I Do It (ft. Big Sean, Lil Baby)",69.0,,93.0,spotify:track:1bRO28yzxgO3y3UmNR29TZ
507,KIRK,100.0,DaBaby,0fySG6A6qLE8IvDpayb5bM,VIBEZ,81.0,,100.0,spotify:track:0fySG6A6qLE8IvDpayb5bM
508,Run,100.0,Joji,6p8eEdiZLKJH8tcjGZuNTK,Run,76.0,https://p.scdn.co/mp3-preview/8e62d2ceec0caec7865779e603158827cd1d9bb8?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6p8eEdiZLKJH8tcjGZuNTK
509,Keii,100.0,Anuel AA,5eEQCfq7MXQr6aHLNRUZLs,Keii,80.0,https://p.scdn.co/mp3-preview/3c0849af53fb1141c11052f12636c5fca6fb0587?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5eEQCfq7MXQr6aHLNRUZLs
510,Heaven Or Hell,100.0,Don Toliver,7AzlLxHn24DxjgQX73F9fU,No Idea,84.0,https://p.scdn.co/mp3-preview/1e4da9003b3433b64b72f3d90ee547eb1d9125a8?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7AzlLxHn24DxjgQX73F9fU
511,Believe (feat. Justin Timberlake),96.0,"Meek Mill, Justin Timberlake",6fvqvUQr12qghH4N8gpAch,Believe (feat. Justin Timberlake),64.0,https://p.scdn.co/mp3-preview/6b58e457e725905b6156c81d9d24d02e4f5b00d7?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,93.0,spotify:track:6fvqvUQr12qghH4N8gpAch
512,Please Excuse Me For Being Antisocial,92.0,"Roddy Ricch, Gunna",7A20WnLkjtZU2d7hIB6Ziu,Start Wit Me (feat. Gunna),74.0,https://p.scdn.co/mp3-preview/9016e4fbbd3bc05957c760d10056ff7a5cfc2675?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:7A20WnLkjtZU2d7hIB6Ziu
513,Start Wit Me (feat. Gunna),92.0,"Roddy Ricch, Gunna",5ravc2aiNoYmu9m37diYXW,Start Wit Me (feat. Gunna),65.0,https://p.scdn.co/mp3-preview/9016e4fbbd3bc05957c760d10056ff7a5cfc2675?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:5ravc2aiNoYmu9m37diYXW
514,No Judgement,100.0,Niall Horan,5IUOU5xkzGHsRFOYNu3GSK,No Judgement,76.0,,100.0,spotify:track:5IUOU5xkzGHsRFOYNu3GSK
515,Heartbreak Weather,100.0,Niall Horan,2sGF7DBXvL2GjkbG606m1G,No Judgement,71.0,,100.0,spotify:track:2sGF7DBXvL2GjkbG606m1G
516,Chixtape 5,92.0,"Tory Lanez, T-Pain",6JsHgIkMYHcbNtKfsal2Mg,Jerry Sprunger (with T-Pain),73.0,,97.0,spotify:track:6JsHgIkMYHcbNtKfsal2Mg
517,Chixtape 5,92.0,"Tory Lanez, T-Pain",5MV2E9fO2tCcnvOyJNNpiT,Jerry Sprunger (with T-Pain),38.0,,97.0,spotify:track:5MV2E9fO2tCcnvOyJNNpiT
518,DIE FOR MY BITCH,100.0,Baby Keem,5FkoSXiJPKTNyYgALRJFhD,ORANGE SODA,78.0,https://p.scdn.co/mp3-preview/e73b574011e43a3a5ae72e705f5ae83c45546446?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5FkoSXiJPKTNyYgALRJFhD
519,ORANGE SODA,100.0,Baby Keem,6b5fPdo7XNZrwcTASG1hK7,ORANGE SODA,54.0,https://p.scdn.co/mp3-preview/477795264937a1378caf6d1500d2cbd0072549ce?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6b5fPdo7XNZrwcTASG1hK7
520,ORANGE SODA,100.0,Baby Keem,4o4g5OiNZHIqAYlarIhpva,ORANGE SODA,28.0,https://p.scdn.co/mp3-preview/84aabfa29d32794d85b66f222ae588441c89a590?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4o4g5OiNZHIqAYlarIhpva
521,Anyone,100.0,Demi Lovato,18ssFhD04lWo1RzpcohnrG,Anyone,68.0,,100.0,spotify:track:18ssFhD04lWo1RzpcohnrG
522,Funeral,100.0,Lil Wayne,5f9JYuHSIHjp6rggue13RS,Mahogany,60.0,,100.0,spotify:track:5f9JYuHSIHjp6rggue13RS
523,Letter To Nipsey (feat. Roddy Ricch),95.0,"Meek Mill, Roddy Ricch",0j2CNrgtalXRGIvHMO2vzh,Letter To Nipsey (feat. Roddy Ricch),64.0,https://p.scdn.co/mp3-preview/1f8a395cf1d13daf720e170e002cfcbe2fd1b5e3?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:0j2CNrgtalXRGIvHMO2vzh
524,Letter To Nipsey (feat. Roddy Ricch),95.0,"Meek Mill, Roddy Ricch",2FTu9DN3BNOFxyLohdtcyQ,Letter To Nipsey (feat. Roddy Ricch),41.0,https://p.scdn.co/mp3-preview/11b2aa95cb894032bcafedf6115b205b54a3c461?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:2FTu9DN3BNOFxyLohdtcyQ
525,Circles,100.0,Mac Miller,1DWZUa5Mzf2BwzpHtgbHPY,Good News,76.0,https://p.scdn.co/mp3-preview/82d28d6eb7f77b2fb4e51e0fcc0fa76d71edaff4?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1DWZUa5Mzf2BwzpHtgbHPY
526,Funeral,100.0,Lil Wayne,7K8vPC3GPWafq2zXHuUGXz,Mama Mia,57.0,,100.0,spotify:track:7K8vPC3GPWafq2zXHuUGXz
527,Funeral,100.0,Lil Wayne,4y1GxT1XnufGddKkrFkbtC,Funeral,51.0,,100.0,spotify:track:4y1GxT1XnufGddKkrFkbtC
528,TREAT MYSELF,96.0,"Meghan Trainor, Nicki Minaj",5HqRQwSAPAgJBQ3bhtpUTg,Nice to Meet Ya (feat. Nicki Minaj),67.0,https://p.scdn.co/mp3-preview/6fda5cea6438ceabe1db8f8777026bd604fdc37a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:5HqRQwSAPAgJBQ3bhtpUTg
529,Changes,95.0,"Justin Bieber, Kehlani",5VwwpU7KsLhgfbMEecedhJ,Get Me (feat. Kehlani),69.0,,92.0,spotify:track:5VwwpU7KsLhgfbMEecedhJ
530,Get Me,95.0,"Justin Bieber, Kehlani",6zGPytJiZmFuyVq7RTNO9G,Get Me,65.0,,100.0,spotify:track:6zGPytJiZmFuyVq7RTNO9G
531,Time Served,95.0,"Moneybagg Yo, Lil Baby",7qeWNGBqqagdwf4KnjRzGZ,U Played (feat. Lil Baby),70.0,,94.0,spotify:track:7qeWNGBqqagdwf4KnjRzGZ
532,Time Served (Deluxe),95.0,"Moneybagg Yo, Lil Baby",476kR6httrWLO7fTmavkDR,U Played (feat. Lil Baby),49.0,,94.0,spotify:track:476kR6httrWLO7fTmavkDR
533,Time Served,95.0,"Moneybagg Yo, Lil Baby",3F268x4m6Hqj0DpVA7T8iI,U Played (feat. Lil Baby),35.0,,94.0,spotify:track:3F268x4m6Hqj0DpVA7T8iI
534,Camelot,100.0,NLE Choppa,4sWuPniHClkInYAnzXAYUF,Camelot,81.0,https://p.scdn.co/mp3-preview/d6195f6f5f78ed5dc8bb8b5b1ae8456564912592?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4sWuPniHClkInYAnzXAYUF
535,7 EP,100.0,Lil Nas X,6fTt0CH2t0mdeB2N9XFG5r,Panini,76.0,https://p.scdn.co/mp3-preview/8871fb467ee763bec16fe5260c103a1bb9e852d4?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6fTt0CH2t0mdeB2N9XFG5r
536,Manic,100.0,Halsey,2ufmtcIFdFpuUYBPXK5f67,Graveyard,80.0,,100.0,spotify:track:2ufmtcIFdFpuUYBPXK5f67
537,Circles,100.0,Mac Miller,2hwOoMtWPtTSSn6WHV7Vp5,Blue World,75.0,https://p.scdn.co/mp3-preview/3fe6ac844ff30952202dd30e5e980ffe5810cf32?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5
538,Music To Be Murdered By,94.0,"Eminem, Ed Sheeran",0VSzREd1OjEWJ9tXoFHRQH,Those Kinda Nights (feat. Ed Sheeran),73.0,,97.0,spotify:track:0VSzREd1OjEWJ9tXoFHRQH
539,Music To Be Murdered By,94.0,"Eminem, Ed Sheeran",1Bt06pqlg8pqlpnl4R6Rd2,Those Kinda Nights (feat. Ed Sheeran),44.0,,97.0,spotify:track:1Bt06pqlg8pqlpnl4R6Rd2
540,Music To Be Murdered By,100.0,Eminem,5SiZJoLXp3WOl3J4C8IK0d,Darkness,72.0,,100.0,spotify:track:5SiZJoLXp3WOl3J4C8IK0d
541,Romance,100.0,Camila Cabello,6TRt2bniIq0EIlrDlje7b8,First Man,69.0,https://p.scdn.co/mp3-preview/6a104efc6eb4eed7fee421daa6feedf706862afa?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6TRt2bniIq0EIlrDlje7b8
542,What If I Told You That I Love You,100.0,Ali Gatie,74D7JUfU6HYeMx4bZhsHnG,What If I Told You That I Love You,76.0,https://p.scdn.co/mp3-preview/f3e4c6fde3c9e4ab10e93994352afdcb3001f4c5?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:74D7JUfU6HYeMx4bZhsHnG
543,What If I Told You That I Love You (Don Diablo Remix),100.0,Ali Gatie,6DItc2G9JKXou9nhZx66V1,What If I Told You That I Love You,41.0,https://p.scdn.co/mp3-preview/f3e4c6fde3c9e4ab10e93994352afdcb3001f4c5?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6DItc2G9JKXou9nhZx66V1
544,Music To Be Murdered By,94.0,"Eminem, Young M.A",0q2vG0UVuy6ajjcpkQHdZM,Unaccommodating (feat. Young M.A),71.0,,97.0,spotify:track:0q2vG0UVuy6ajjcpkQHdZM
545,Music To Be Murdered By,94.0,"Eminem, Young M.A",2M2wQoB3U29UzMsOj4cqVT,Unaccommodating (feat. Young M.A),44.0,,97.0,spotify:track:2M2wQoB3U29UzMsOj4cqVT
546,Circles,100.0,Mac Miller,4jXl6VtkFFKIt3ycUQc5LT,Circles,68.0,https://p.scdn.co/mp3-preview/54e25fcb70b997c57b112c74fc0e5505382a96e9?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4jXl6VtkFFKIt3ycUQc5LT
547,Black Swan,100.0,BTS,24NuEDgyRIljwSyY0lsr7b,Black Swan,75.0,https://p.scdn.co/mp3-preview/879c7106422b0b53852209da6a63210be7e09b01?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:24NuEDgyRIljwSyY0lsr7b
548,Music To Be Murdered By,95.0,"Eminem, Skylar Grey",5CpsIb7SMFHjmAG8RvIWfq,Leaving Heaven (feat. Skylar Grey),70.0,,97.0,spotify:track:5CpsIb7SMFHjmAG8RvIWfq
549,Music To Be Murdered By,95.0,"Eminem, Skylar Grey",1oNiaibTTFtOXium3kgtd5,Leaving Heaven (feat. Skylar Grey),43.0,,97.0,spotify:track:1oNiaibTTFtOXium3kgtd5
550,Circles,100.0,Mac Miller,3WfSNAoj2D8C9noPSGZZFM,Complicated,64.0,https://p.scdn.co/mp3-preview/646e24b96778a40e8aa39b5344fc52437a832fac?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3WfSNAoj2D8C9noPSGZZFM
551,Circles,100.0,Mac Miller,2Yv2mHzr5AQavVdwQjEokV,Hand Me Downs,66.0,https://p.scdn.co/mp3-preview/91d443cf46b9574e40dad9306625958ee5d2357d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2Yv2mHzr5AQavVdwQjEokV
552,Circles (Deluxe),100.0,Mac Miller,1YIy56OJyVpuzoTQYiqkpg,Hand Me Downs,61.0,https://p.scdn.co/mp3-preview/91d443cf46b9574e40dad9306625958ee5d2357d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1YIy56OJyVpuzoTQYiqkpg
553,Circles,100.0,Mac Miller,3R8CyhJfVjvgIROd5RSGhQ,I Can See,62.0,https://p.scdn.co/mp3-preview/b1f850feea03048535e65b109c316839079dedca?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3R8CyhJfVjvgIROd5RSGhQ
554,Music To Be Murdered By,100.0,Eminem,7Dj2wqPYXfSRFwa6qyOztr,In Too Deep,68.0,,100.0,spotify:track:7Dj2wqPYXfSRFwa6qyOztr
555,Circles,100.0,Mac Miller,3Qa944OTMZkg8DHjET8JQv,Woods,65.0,https://p.scdn.co/mp3-preview/3fb306e16ccba696036c6263e955530f8d836c12?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3Qa944OTMZkg8DHjET8JQv
556,Circles,100.0,Mac Miller,1OuN92HcVG6NVpWbeESNB3,Everybody,63.0,https://p.scdn.co/mp3-preview/503d662e4acec2d2a84b1867e0983fd7b745303f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1OuN92HcVG6NVpWbeESNB3
557,Music To Be Murdered By,100.0,Eminem,34d7sGX6WUqq8f04e7CSNF,Marsh,68.0,,100.0,spotify:track:34d7sGX6WUqq8f04e7CSNF
558,Music To Be Murdered By,95.0,"Eminem, Don Toliver",1lO9CZo6eDrOy0S7khgryG,No Regrets (feat. Don Toliver),69.0,,95.0,spotify:track:1lO9CZo6eDrOy0S7khgryG
559,Music To Be Murdered By,95.0,"Eminem, Anderson .Paak",1qwMkkRiD5jqLeUUjfgblh,Lock It Up (feat. Anderson .Paak),69.0,,95.0,spotify:track:1qwMkkRiD5jqLeUUjfgblh
560,Music To Be Murdered By,95.0,"Eminem, Anderson .Paak",45T3f5THEFwbBzvUrkV2kh,Lock It Up (feat. Anderson .Paak),42.0,,95.0,spotify:track:45T3f5THEFwbBzvUrkV2kh
561,Circles,100.0,Mac Miller,1kwnxJNVl7cwcU98RvMBaR,Surf,66.0,https://p.scdn.co/mp3-preview/edb10202bea598dd3933fdf7895e5175082cbae3?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1kwnxJNVl7cwcU98RvMBaR
562,Music To Be Murdered By,100.0,Eminem,3QVHSV8YKYq4L8tI5rnFgj,Stepdad,67.0,,100.0,spotify:track:3QVHSV8YKYq4L8tI5rnFgj
563,Hollywood's Bleeding,94.0,"Post Malone, Ozzy Osbourne, Travis Scott",7CZyCXKG6d5ALeq41sLzbw,Take What You Want (feat. Ozzy Osbourne & Travis Scott),81.0,,97.0,spotify:track:7CZyCXKG6d5ALeq41sLzbw
564,Circles,100.0,Mac Miller,0udOCZp7yk0Ml92C0k8H8D,That's On Me,61.0,https://p.scdn.co/mp3-preview/c0ee1625d64833e34eb8ee100911f406c30757c1?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0udOCZp7yk0Ml92C0k8H8D
565,Wow... That's Crazy,92.0,"Wale, Jeremih",5z51HY4ei5QhTjcvwq5Msw,On Chill (feat. Jeremih),72.0,https://p.scdn.co/mp3-preview/6a7b7e75ae5dd5710051f4ab6d6c954c0b7b4f20?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,94.0,spotify:track:5z51HY4ei5QhTjcvwq5Msw
566,Lover,100.0,Taylor Swift,1dGr1c8CrMLDpV6mPbImSI,Lover,80.0,,100.0,spotify:track:1dGr1c8CrMLDpV6mPbImSI
567,Over It,100.0,Summer Walker,4hWgC5BV5M7EtTleKVXNxw,Playing Games,72.0,,100.0,spotify:track:4hWgC5BV5M7EtTleKVXNxw
568,Center Point Road,100.0,Thomas Rhett,3LK6wDkhbTyg8GhJidU9oC,Remember You Young,68.0,,100.0,spotify:track:3LK6wDkhbTyg8GhJidU9oC
569,Please Excuse Me For Being Antisocial,97.0,"Roddy Ricch, A Boogie Wit da Hoodie",6ztvsy3C6hPjVg9j4x1XKJ,Tip Toe (feat. A Boogie Wit da Hoodie),72.0,https://p.scdn.co/mp3-preview/7ec549294239e4bb881abc418c166b4038ab12d9?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,93.0,spotify:track:6ztvsy3C6hPjVg9j4x1XKJ
570,Eleven,100.0,Khalid,1ToprX3cpBiXoAe5eNSk74,Eleven,75.0,https://p.scdn.co/mp3-preview/7abee43bcccb391f353ffdc0ebdfa954f1b9c698?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1ToprX3cpBiXoAe5eNSk74
571,Time Served,96.0,"Moneybagg Yo, Megan Thee Stallion",2eukAOMjUM4pxnOdIsUia9,All Dat (with Megan Thee Stallion),68.0,,93.0,spotify:track:2eukAOMjUM4pxnOdIsUia9
572,Quality Control: Control The Streets Volume 2,81.0,"Quality Control, Layton Greene, Lil Baby, City Girls, PnB Rock",6Vdyu21iT8qScU1haSjWUU,"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",70.0,,97.0,spotify:track:6Vdyu21iT8qScU1haSjWUU
573,Leave Em Alone,81.0,"Quality Control, Layton Greene, Lil Baby, City Girls, PnB Rock",1bIEvOOqf2V3QBrFiClE3Y,Leave Em Alone,61.0,,100.0,spotify:track:1bIEvOOqf2V3QBrFiClE3Y
574,Leave Em Alone,81.0,"Quality Control, Layton Greene, Lil Baby, City Girls, PnB Rock",5YjrMx4WBHBHuTpIQEcZ74,Leave Em Alone,27.0,,100.0,spotify:track:5YjrMx4WBHBHuTpIQEcZ74
575,Quality Control: Control The Streets Volume 2,81.0,"Quality Control, Layton Greene, Lil Baby, City Girls, PnB Rock",6xGu8nltPNc0JivU6BCdZ7,Leave Em Alone,21.0,,100.0,spotify:track:6xGu8nltPNc0JivU6BCdZ7
576,Conversations in the Dark,100.0,John Legend,6TYlDTa9AQDvjqwbxlvFyI,Conversations in the Dark,71.0,https://p.scdn.co/mp3-preview/ff62815b8e391e1b593c1fceb6c713b8a9c6f6e5?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6TYlDTa9AQDvjqwbxlvFyI
577,Bigger Love,100.0,John Legend,0QjQC8sGqxUkaJFBsJjtGm,Conversations in the Dark,63.0,https://p.scdn.co/mp3-preview/a2f749efaa3a45a064466d89dadf3cfb227309a3?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0QjQC8sGqxUkaJFBsJjtGm
578,Conversations in the Dark,100.0,John Legend,3yT8qSZwTsvO73vxXfkzhv,Conversations in the Dark,43.0,https://p.scdn.co/mp3-preview/ff62815b8e391e1b593c1fceb6c713b8a9c6f6e5?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3yT8qSZwTsvO73vxXfkzhv
579,Time Served,95.0,"Moneybagg Yo, DaBaby",0Pqix0NTfbuROfPbaZbBgp,Protect Da Brand (feat. DaBaby),61.0,,97.0,spotify:track:0Pqix0NTfbuROfPbaZbBgp
580,Time Served (Deluxe),95.0,"Moneybagg Yo, DaBaby",1QOfx1wt8bkdeqef5TDAwH,Protect Da Brand (feat. DaBaby),48.0,,97.0,spotify:track:1QOfx1wt8bkdeqef5TDAwH
581,Time Served,95.0,"Moneybagg Yo, DaBaby",2CnHazfAdUeMGcVU5TLYNg,Protect Da Brand (feat. DaBaby),27.0,,97.0,spotify:track:2CnHazfAdUeMGcVU5TLYNg
582,Time Served (Deluxe),95.0,"Moneybagg Yo, DaBaby",659d9ueMFBtxJ3hirZgSjT,Protect Da Brand (feat. DaBaby),16.0,,97.0,spotify:track:659d9ueMFBtxJ3hirZgSjT
583,Rare,100.0,Selena Gomez,7eOkHIcaoUhngxxypM5Ajr,Look At Her Now,76.0,,97.0,spotify:track:7eOkHIcaoUhngxxypM5Ajr
584,Rare (Deluxe),100.0,Selena Gomez,4sUWh0WAFyla5vjEYRrIGz,Look At Her Now,62.0,,97.0,spotify:track:4sUWh0WAFyla5vjEYRrIGz
585,Rare (Deluxe),100.0,Selena Gomez,0jZPB7cuAhClOhV9ON2IMi,Look At Her Now,40.0,,97.0,spotify:track:0jZPB7cuAhClOhV9ON2IMi
586,Rare,100.0,Selena Gomez,5ovvIM76LOsx7qhFPhfpgO,Look At Her Now,36.0,,97.0,spotify:track:5ovvIM76LOsx7qhFPhfpgO
587,Nice To Meet Ya,100.0,Niall Horan,3cphb8kdsjElYR7r5icK3H,Nice To Meet Ya,77.0,,100.0,spotify:track:3cphb8kdsjElYR7r5icK3H
588,NOW That's What I Call Music! Vol. 73,100.0,Niall Horan,3NJ1WvhuYDnvEIITfiof7q,Nice to Meet Ya,21.0,https://p.scdn.co/mp3-preview/46f1e84dbb157cc569e11f35840ef681d5b992f4?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3NJ1WvhuYDnvEIITfiof7q
589,223's (feat. 9lokknine),93.0,"YNW Melly, 9lokknine",4sjiIpEv617LDXaidKioOI,223's (feat. 9lokknine),77.0,https://p.scdn.co/mp3-preview/3b3cbec1fa7d67c39c0fe5f274e438c4f1cc35b5?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,91.0,spotify:track:4sjiIpEv617LDXaidKioOI
590,High School Musical: The Musical: The Series (Original Soundtrack),100.0,Olivia Rodrigo,1v6svH1Fyx9C1nIt1mA2DT,All I Want,72.0,,100.0,spotify:track:1v6svH1Fyx9C1nIt1mA2DT
591,Beautiful People (feat. Khalid),94.0,"Ed Sheeran, Khalid",4evmHXcjt3bTUHD1cvny97,Beautiful People (feat. Khalid),83.0,https://p.scdn.co/mp3-preview/f94d8d0c1b37773ff493e7d83930545e3425ccd3?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:4evmHXcjt3bTUHD1cvny97
592,Diplo Presents Thomas Wesley Chapter 1: Snake Oil,85.0,"Lil Nas X, Billy Ray Cyrus, Diplo",0PqK2PJF68X1RUV7pnGoko,Old Town Road (Diplo Remix),45.0,https://p.scdn.co/mp3-preview/ebc332c3fba44bc4050da5ad33f441e94c558d1a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:0PqK2PJF68X1RUV7pnGoko
593,Baby On Baby,100.0,DaBaby,2gwkD6igEhQbDQegRCcdoB,Suge,81.0,,100.0,spotify:track:2gwkD6igEhQbDQegRCcdoB
594,JACKBOYS,92.0,"JACKBOYS, Sheck Wes",6uJONCdr2rC65BNmCnTBWK,GANG GANG,75.0,https://p.scdn.co/mp3-preview/f78bade3787d173737caff886bbcced79b699523?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6uJONCdr2rC65BNmCnTBWK
595,JACKBOYS,91.0,"Don Toliver, Quavo, Offset",7LGWmZaoS7jZJ5tEi9EcDi,HAD ENOUGH (feat. Quavo & Offset),72.0,https://p.scdn.co/mp3-preview/4bef0db7580beb31278728d1c50c4f0c2c655de4?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:7LGWmZaoS7jZJ5tEi9EcDi
596,Hollywood's Bleeding,95.0,"Post Malone, DaBaby",0Xek5rqai2jcOWCYWJfVCF,Enemies (feat. DaBaby),81.0,,93.0,spotify:track:0Xek5rqai2jcOWCYWJfVCF
