,album,artist_ratio,artists,id,name,popularity,preview_url,title_ratio,uri
393,Eternal Atake,100.0,Lil Uzi Vert,6vxU64pcIuQ38O015Zy4qj,Homecoming,70.0,https://p.scdn.co/mp3-preview/0cda14bb6ce827439db720ef6cf3bbdcf8bb6ad1?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6vxU64pcIuQ38O015Zy4qj
394,Eternal Atake (Deluxe) - LUV vs. The World 2,100.0,Lil Uzi Vert,2BjNjFJAQTxqUPGpOnrese,Come This Way,66.0,https://p.scdn.co/mp3-preview/7d6ef736ab5125d199056d12388d6faa2d071e66?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2BjNjFJAQTxqUPGpOnrese
395,Eternal Atake (Deluxe) - LUV vs. The World 2,96.0,"Lil Uzi Vert, Young Thug",1HF6P40Z7nfExGaB1Gk99v,Got The Guap (feat. Young Thug),68.0,https://p.scdn.co/mp3-preview/4e586bbba5fd6db5fc4a09866203bf81ba47225e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:1HF6P40Z7nfExGaB1Gk99v
396,Eternal Atake (Deluxe) - LUV vs. The World 2,96.0,"Lil Uzi Vert, Young Nudy",5tBdxqz8gauIO8Hh8qwo0H,Money Spread (feat. Young Nudy),65.0,https://p.scdn.co/mp3-preview/411cf54a8dc98108f13f204839fcbba2656aa44f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:5tBdxqz8gauIO8Hh8qwo0H
397,Heaven Or Hell,100.0,Don Toliver,0Li1OuXXfi7950ilZUFGkF,Cardigan,77.0,https://p.scdn.co/mp3-preview/c3251140d22b335979a624039c6dba40e809a41c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0Li1OuXXfi7950ilZUFGkF
398,Futsal Shuffle 2020,100.0,Lil Uzi Vert,2Ec33AVlkTTq8BHFgBTdQs,Futsal Shuffle 2020,75.0,https://p.scdn.co/mp3-preview/ab9ea4c65ee7c5ef65a55c1667ca522114da4c5c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2Ec33AVlkTTq8BHFgBTdQs
399,Eternal Atake,100.0,Lil Uzi Vert,4YcWzLSnGqLjSCycuSMHnn,Prices,72.0,https://p.scdn.co/mp3-preview/7450201b76a77ea1ee3fffe9f6c57c4232d57ad7?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4YcWzLSnGqLjSCycuSMHnn
400,Eternal Atake,100.0,Lil Uzi Vert,1jDbQz6tr52WgScCTXMnaN,POP,65.0,https://p.scdn.co/mp3-preview/774a99887ae836934232802b3408c7d110cb11c3?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1jDbQz6tr52WgScCTXMnaN
401,Eternal Atake,100.0,Lil Uzi Vert,2oHDJHNondITqbl8xZ9vPn,Bigger Than Life,69.0,https://p.scdn.co/mp3-preview/bfd30c50b4fc4cd951be33b7542de8ca2a7d3205?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2oHDJHNondITqbl8xZ9vPn
402,Eternal Atake (Deluxe) - LUV vs. The World 2,100.0,Lil Uzi Vert,4WQk1ivjM6rphaG8ZDc962,Bigger Than Life,62.0,https://p.scdn.co/mp3-preview/bfd30c50b4fc4cd951be33b7542de8ca2a7d3205?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4WQk1ivjM6rphaG8ZDc962
403,Eternal Atake,100.0,Lil Uzi Vert,25B5fGr9K0VdZJiRFsnMO4,Celebration Station,68.0,https://p.scdn.co/mp3-preview/9a1539f7443c65962e97e3a3c979245faa140cfa?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:25B5fGr9K0VdZJiRFsnMO4
404,Eternal Atake (Deluxe) - LUV vs. The World 2,100.0,Lil Uzi Vert,0a4kXlqLISIf5PSiyp0Zmp,Celebration Station,61.0,https://p.scdn.co/mp3-preview/9a1539f7443c65962e97e3a3c979245faa140cfa?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0a4kXlqLISIf5PSiyp0Zmp
405,Eternal Atake,100.0,Lil Uzi Vert,6YAxCn4juTWn5hWl2hzHGw,You Better Move,66.0,https://p.scdn.co/mp3-preview/a407576ac80977ed3777c2b5188d9317679f8a54?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6YAxCn4juTWn5hWl2hzHGw
406,Eternal Atake (Deluxe) - LUV vs. The World 2,100.0,Lil Uzi Vert,0jBTxdEGB0YvKvZhf3AEIU,You Better Move,60.0,https://p.scdn.co/mp3-preview/a407576ac80977ed3777c2b5188d9317679f8a54?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0jBTxdEGB0YvKvZhf3AEIU
407,Eternal Atake,100.0,Lil Uzi Vert,1xcOYJxDa5pObgxY1r0I9c,I'm Sorry,68.0,https://p.scdn.co/mp3-preview/59eb4c7cf2f1e33db833f6deda82aeb5314864d0?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1xcOYJxDa5pObgxY1r0I9c
408,Eternal Atake,100.0,Lil Uzi Vert,3BYIzNZ3t9lRQCACXSMLrT,Venetia,69.0,https://p.scdn.co/mp3-preview/1bbcf0547cfe6dd6a2967bf41efe7e73a76df80b?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3BYIzNZ3t9lRQCACXSMLrT
409,Eternal Atake,100.0,Lil Uzi Vert,46mT9NR7N9Zf5MolcrBgE3,Chrome Heart Tags,64.0,https://p.scdn.co/mp3-preview/05ba620f43f6f65f63848d0b4cb1c7766b7a689f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:46mT9NR7N9Zf5MolcrBgE3
410,Eternal Atake (Deluxe) - LUV vs. The World 2,100.0,Lil Uzi Vert,0Ysvyr0E0v0ufJya13gYwJ,Chrome Heart Tags,59.0,https://p.scdn.co/mp3-preview/05ba620f43f6f65f63848d0b4cb1c7766b7a689f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0Ysvyr0E0v0ufJya13gYwJ
411,Eternal Atake,100.0,Lil Uzi Vert,4wBcaYqLPm7EtDVoJQORU4,Bust Me,64.0,https://p.scdn.co/mp3-preview/4f4e3739670e2a099308215c4ee34c6c49171af1?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4wBcaYqLPm7EtDVoJQORU4
412,Happiness Over Everything (H.O.E.),87.0,"Jhené Aiko, Future, Miguel",3Wol2exesJNRrj6hGZ6R8s,Happiness Over Everything (H.O.E.) (feat. Future & Miguel),67.0,,98.0,spotify:track:3Wol2exesJNRrj6hGZ6R8s
413,Chilombo,87.0,"Jhené Aiko, Future, Miguel",2yUy5eFAFWAichjrySJWA2,Happiness Over Everything (H.O.E.) (feat. Future & Miguel),67.0,,98.0,spotify:track:2yUy5eFAFWAichjrySJWA2
414,Chilombo (Deluxe),87.0,"Jhené Aiko, Future, Miguel",3WY0weDaG2IHLloobhLkiD,Happiness Over Everything (H.O.E.) (feat. Future & Miguel),41.0,,98.0,spotify:track:3WY0weDaG2IHLloobhLkiD
415,Chilombo (Deluxe),87.0,"Jhené Aiko, Future, Miguel",0v3Wot0Ho7p0EfoIk0ESky,Happiness Over Everything (H.O.E.) (feat. Future & Miguel),35.0,,98.0,spotify:track:0v3Wot0Ho7p0EfoIk0ESky
416,Chilombo,87.0,"Jhené Aiko, Future, Miguel",71fvDOi0bL7VsumQjl6wDJ,Happiness Over Everything (H.O.E.) (feat. Future & Miguel),34.0,,98.0,spotify:track:71fvDOi0bL7VsumQjl6wDJ
417,My Turn,95.0,"Lil Baby, Lil Uzi Vert",3tDqEKKUs6gf8zMvSuLyLA,Commercial (feat. Lil Uzi Vert),75.0,,95.0,spotify:track:3tDqEKKUs6gf8zMvSuLyLA
418,Hot Pink,90.0,"Doja Cat, Tyga",7f5trao56t7sB7f14QDTmp,Juicy,76.0,https://p.scdn.co/mp3-preview/ff3d9787d22b23fc0b5b762076a8a55d8ab1ee3b?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7f5trao56t7sB7f14QDTmp
419,Eternal Atake,100.0,Lil Uzi Vert,7gHZGXSJzM29WA384suYY2,Secure The Bag,64.0,https://p.scdn.co/mp3-preview/a654b0a6c9d19558e96ed1f014c220d95efebfe9?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7gHZGXSJzM29WA384suYY2
420,Eternal Atake,94.0,"Lil Uzi Vert, Syd",5KlPy74NOEAt8jC3FYURnQ,Urgency (feat. Syd),60.0,https://p.scdn.co/mp3-preview/7e2e719ef3c9557cadfdd381a7d8b4ab989c8e15?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,93.0,spotify:track:5KlPy74NOEAt8jC3FYURnQ
421,Eternal Atake (Deluxe) - LUV vs. The World 2,94.0,"Lil Uzi Vert, Syd",1wqD0VFqv9N8bmI2olRhJt,Urgency (feat. Syd),56.0,https://p.scdn.co/mp3-preview/7e2e719ef3c9557cadfdd381a7d8b4ab989c8e15?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,93.0,spotify:track:1wqD0VFqv9N8bmI2olRhJt
422,YHLQMDLG,90.0,"Bad Bunny, Sech",38RIEav39FGi86jppxO0du,Ignorantes,80.0,https://p.scdn.co/mp3-preview/3bccb33d85b30645bf6f26f80f774ee2ca06f63d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:38RIEav39FGi86jppxO0du
423,Chilombo,90.0,Jhené Aiko,3zPgAKn5tbmCuCKrR3r7qE,Triggered (freestyle),70.0,,95.0,spotify:track:3zPgAKn5tbmCuCKrR3r7qE
424,YHLQMDLG,94.0,"Bad Bunny, Daddy Yankee",69vlMrzHwATKzupwNcUPyK,La Santa,84.0,https://p.scdn.co/mp3-preview/0fba2ae7b6f5588e301a6c0008914e1e864b6e66?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:69vlMrzHwATKzupwNcUPyK
425,Chilombo,90.0,"Jhené Aiko, Big Sean",75MSZRbAbQuzfUV3Pefvut,None Of Your Concern (feat. Big Sean),68.0,,98.0,spotify:track:75MSZRbAbQuzfUV3Pefvut
426,None Of Your Concern,90.0,"Jhené Aiko, Big Sean",1nal3Tf1OCV53KigMZXsZ7,None Of Your Concern,62.0,,100.0,spotify:track:1nal3Tf1OCV53KigMZXsZ7
427,Chilombo (Deluxe),90.0,"Jhené Aiko, Big Sean",0XjEpVmNN4yX2BSPVMV2GN,None Of Your Concern (feat. Big Sean),42.0,,98.0,spotify:track:0XjEpVmNN4yX2BSPVMV2GN
428,Chilombo (Deluxe),90.0,"Jhené Aiko, Big Sean",4UyzJx9TeQxFsQaVFl3OrX,None Of Your Concern (feat. Big Sean),36.0,,98.0,spotify:track:4UyzJx9TeQxFsQaVFl3OrX
429,None Of Your Concern,90.0,"Jhené Aiko, Big Sean",339jS79W2wm8aQPozbdOJW,None Of Your Concern,39.0,,100.0,spotify:track:339jS79W2wm8aQPozbdOJW
430,Chilombo,90.0,"Jhené Aiko, Big Sean",0EiPVV5USYIJtih6UZTXxf,None Of Your Concern (feat. Big Sean),34.0,,98.0,spotify:track:0EiPVV5USYIJtih6UZTXxf
431,GINGER,100.0,BROCKHAMPTON,6U0FIYXCQ3TGrk4tFpLrEA,SUGAR,83.0,https://p.scdn.co/mp3-preview/5ede99e4306c75ac7b99f277807fb91c2ce5c785?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA
432,My Turn,94.0,"Lil Baby, Future",6AyWdCtEn1DdxjnxPeojR2,Live Off My Closet (feat. Future),68.0,,97.0,spotify:track:6AyWdCtEn1DdxjnxPeojR2
433,My Turn (Deluxe),94.0,"Lil Baby, Future",5Tv1W0NlpAngqoMvBHxBQv,Live Off My Closet (feat. Future),62.0,,97.0,spotify:track:5Tv1W0NlpAngqoMvBHxBQv
434,My Turn,94.0,"Lil Baby, Future",3SvJINH5DqflfAzh7iiINB,Live Off My Closet (feat. Future),34.0,,97.0,spotify:track:3SvJINH5DqflfAzh7iiINB
435,My Turn (Deluxe),94.0,"Lil Baby, Future",0yE1BOENDUR3MyvLcPeOc9,Live Off My Closet (feat. Future),30.0,,97.0,spotify:track:0yE1BOENDUR3MyvLcPeOc9
436,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",100.0,Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,bad guy,89.0,,100.0,spotify:track:2Fxmhks0bxGSBdJ92vM42m
437,Kinfolks,100.0,Sam Hunt,53F1MVa1BWUkTBbVqgVAfN,Kinfolks,70.0,,100.0,spotify:track:53F1MVa1BWUkTBbVqgVAfN
438,SOUTHSIDE,100.0,Sam Hunt,52lGuLAkIVbm4LZkSf9nj0,Kinfolks,68.0,,100.0,spotify:track:52lGuLAkIVbm4LZkSf9nj0
439,Best Country Of 2019,100.0,Sam Hunt,7MJF8ZD0aekA56hwUcOrTQ,Kinfolks,15.0,,100.0,spotify:track:7MJF8ZD0aekA56hwUcOrTQ
440,Best Country Of The Decade: 2010-2019,100.0,Sam Hunt,1E7anG9wdQWGLBE4NCzHZb,Kinfolks,13.0,,100.0,spotify:track:1E7anG9wdQWGLBE4NCzHZb
441,NOW That's What I Call Music Country 13,100.0,Sam Hunt,0GcxOqBEHwHor3IQejsfK1,Kinfolks,9.0,,100.0,spotify:track:0GcxOqBEHwHor3IQejsfK1
442,I Love My Country,100.0,Sam Hunt,2FeTJPPbbV395vyFjkGK3p,Kinfolks,8.0,,100.0,spotify:track:2FeTJPPbbV395vyFjkGK3p
443,Old Dominion,100.0,Old Dominion,7cA3PnUQDlUyBBwpRozQeo,One Man Band,71.0,https://p.scdn.co/mp3-preview/baadc2cb95dbbb262c2979dd46df691e65cd54a1?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7cA3PnUQDlUyBBwpRozQeo
444,My Turn (Deluxe),100.0,Lil Baby,5XJciZ5Bj0IjPrcnNU7gvB,Get Ugly,62.0,,100.0,spotify:track:5XJciZ5Bj0IjPrcnNU7gvB
445,My Turn,100.0,Lil Baby,20Yz5dzjdTCVjXte9KrJbi,Get Ugly,62.0,,100.0,spotify:track:20Yz5dzjdTCVjXte9KrJbi
446,My Turn,93.0,"Lil Baby, Moneybagg Yo",6A9wHAasMxed0firnDao1K,No Sucker (feat. Moneybagg Yo),67.0,,95.0,spotify:track:6A9wHAasMxed0firnDao1K
447,My Turn (Deluxe),93.0,"Lil Baby, Moneybagg Yo",4m5I2K5aWgqdFQx2KHe6AZ,No Sucker (feat. Moneybagg Yo),62.0,,95.0,spotify:track:4m5I2K5aWgqdFQx2KHe6AZ
448,My Turn (Deluxe),93.0,"Lil Baby, Moneybagg Yo",1RXqSfq9znqZDMDWNSkdGk,No Sucker (feat. Moneybagg Yo),31.0,,95.0,spotify:track:1RXqSfq9znqZDMDWNSkdGk
449,My Turn,93.0,"Lil Baby, Moneybagg Yo",0seDrDHYDpECC0bDC2D64z,No Sucker (feat. Moneybagg Yo),30.0,,95.0,spotify:track:0seDrDHYDpECC0bDC2D64z
450,YHLQMDLG,100.0,Bad Bunny,75pQqzwgCjUOSSy5CpmAjy,Pero Ya No,78.0,https://p.scdn.co/mp3-preview/3ee13218dbfa2dee450e7c1ffdf13a5dd73f559e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:75pQqzwgCjUOSSy5CpmAjy
451,MAP OF THE SOUL : 7,100.0,BTS,2QyuXBcV1LJ2rq01KhreMF,ON,81.0,https://p.scdn.co/mp3-preview/1a6af8c9cbcb74c83baabaa10f454db08c13e178?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2QyuXBcV1LJ2rq01KhreMF
452,"Still Flexin, Still Steppin",100.0,YoungBoy Never Broke Again,1aMokXl3uKDvCh4BBcjFOA,Lil Top,73.0,https://p.scdn.co/mp3-preview/6ba127c1673de2488a6c2f37170895ff7cafa2d6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1aMokXl3uKDvCh4BBcjFOA
453,My Turn,100.0,Lil Baby,2XEsbmynS9dLSzNSuZzfXF,Same Thing,62.0,,100.0,spotify:track:2XEsbmynS9dLSzNSuZzfXF
454,Mercury Lane,100.0,Jimmie Allen,0AYbVoeF03NYhM0fvKjAuU,Make Me Want To,66.0,https://p.scdn.co/mp3-preview/094dc97e755448c6e92c23dddbec6970d0868990?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0AYbVoeF03NYhM0fvKjAuU
455,Moral of the Story,100.0,Ashe,2nC3QhMI9reBIOWutbU3Tj,Moral of the Story,82.0,https://p.scdn.co/mp3-preview/03913828fa847d27fa1ee325e574c3e14d4663cf?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2nC3QhMI9reBIOWutbU3Tj
456,Moral of the Story (Live),100.0,Ashe,5S1NEFx39usxnYKx4jAmMw,Moral of the Story (Live),42.0,https://p.scdn.co/mp3-preview/b3cdcd68eaca7f19c9471c486ef920fb3d43308c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:5S1NEFx39usxnYKx4jAmMw
457,YHLQMDLG,91.0,"Bad Bunny, Yaviah",4j4w4CXm6BSr0s25wAWrrX,Bichiyal,79.0,https://p.scdn.co/mp3-preview/5f4a6327e7fe5f4fc88ba9af38606fa56e6e0fe5?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4j4w4CXm6BSr0s25wAWrrX
458,My Turn,93.0,"Lil Baby, Young Thug",5ixKkLQSriCQakDWbdW8qD,We Should (feat. Young Thug),62.0,,95.0,spotify:track:5ixKkLQSriCQakDWbdW8qD
459,No Time To Die,100.0,Billie Eilish,73SpzrcaHk0RQPFP73vqVR,No Time To Die,82.0,,100.0,spotify:track:73SpzrcaHk0RQPFP73vqVR
460,My Turn (Deluxe),100.0,Lil Baby,5VTknsqk1zKL6I9PDZchRy,Can't Explain,59.0,,100.0,spotify:track:5VTknsqk1zKL6I9PDZchRy
461,MELT,100.0,SHAED,0lsRatBUs9HNIZAmoGABzk,Trampoline,71.0,,100.0,spotify:track:0lsRatBUs9HNIZAmoGABzk
462,Happiness Begins,100.0,Jonas Brothers,22vgEDb5hykfaTwLuskFGD,Sucker,84.0,,100.0,spotify:track:22vgEDb5hykfaTwLuskFGD
463,I Don't Care (with Justin Bieber),94.0,"Ed Sheeran, Justin Bieber",3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),85.0,https://p.scdn.co/mp3-preview/40d2bf0a16b4a4c7e5747a57943f9c0bbf5bc5ab?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:3HVWdVOQ0ZA45FuZGSfvns
464,"Still Flexin, Still Steppin",100.0,YoungBoy Never Broke Again,3qHgGyJY4GpXNOK4WL4NSo,Red Eye,66.0,https://p.scdn.co/mp3-preview/03f1f6de4a728f01df624c8268969d8b9f5224ca?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3qHgGyJY4GpXNOK4WL4NSo
465,Happiness Begins,100.0,Jonas Brothers,0DiDStADDVh3SvAsoJAFMk,Only Human,80.0,,100.0,spotify:track:0DiDStADDVh3SvAsoJAFMk
466,"Still Flexin, Still Steppin",100.0,YoungBoy Never Broke Again,0KVEBQA98JvkmB5ZydQ13k,Fine By Time,62.0,https://p.scdn.co/mp3-preview/c1e64c405a202529896dd73ed5510792f4c64dd9?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0KVEBQA98JvkmB5ZydQ13k
467,"Still Flexin, Still Steppin",100.0,YoungBoy Never Broke Again,2OUY5NdALupSoIQN9ZBH1a,Bad Bad,65.0,https://p.scdn.co/mp3-preview/c53fcfeabcbf8f2ad12230b90f6457f511a08d12?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2OUY5NdALupSoIQN9ZBH1a
468,"Still Flexin, Still Steppin",100.0,YoungBoy Never Broke Again,7MYFKS7XpVz1JQDK38pr8N,Knocked Off,63.0,https://p.scdn.co/mp3-preview/1666688a8a9b6974ec4cfb42a7d6561178f537bb?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7MYFKS7XpVz1JQDK38pr8N
469,Changes,93.0,"Justin Bieber, Post Malone, Clever",2ZlCGeK30BLRNSPC832pNZ,Forever (feat. Post Malone & Clever),78.0,,93.0,spotify:track:2ZlCGeK30BLRNSPC832pNZ
470,"Still Flexin, Still Steppin",100.0,YoungBoy Never Broke Again,5YEAvnL3klXUE7etBXvMlp,RIP Lil Phat,61.0,https://p.scdn.co/mp3-preview/93b0dd1e0b9830b2c406013ccc986907c9e673e3?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5YEAvnL3klXUE7etBXvMlp
471,MAP OF THE SOUL : 7,100.0,BTS,4vTgx6h4seHvkuFh84JXYP,My Time,76.0,https://p.scdn.co/mp3-preview/67513befcc0aea1b35469beace63730a10c506dd?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4vTgx6h4seHvkuFh84JXYP
472,"Still Flexin, Still Steppin",100.0,YoungBoy Never Broke Again,4RhRDVXc3xFojyyjyh1jmN,Long RD,59.0,https://p.scdn.co/mp3-preview/97c836194a17ddcb2ae1e1e1dd92cfad1704cab7?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4RhRDVXc3xFojyyjyh1jmN
473,No.6 Collaborations Project,93.0,"Ed Sheeran, Camila Cabello, Cardi B",4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B),82.0,https://p.scdn.co/mp3-preview/686f1dc5c92030c8e4b48f94098386a89df4b06d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:4vUmTMuQqjdnvlZmAH61Qk
474,MAP OF THE SOUL : 7,100.0,BTS,0ono6UCNVZ1XqOm6j78Blu,Filter,78.0,https://p.scdn.co/mp3-preview/43c93d00d5efbf03937c1ca807fdb383399d598b?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0ono6UCNVZ1XqOm6j78Blu
475,"Still Flexin, Still Steppin",100.0,YoungBoy Never Broke Again,6fEdWrEYspdneQMNIT33I4,Bat Man,59.0,https://p.scdn.co/mp3-preview/916f74bdc7e9e18839b4623a276475de50e24555?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6fEdWrEYspdneQMNIT33I4
476,Meet The Woo 2,94.0,"Pop Smoke, Quavo",7rSnKi58HPIVC0FVyh04Q1,Shake The Room (feat. Quavo),76.0,,97.0,spotify:track:7rSnKi58HPIVC0FVyh04Q1
477,Meet The Woo 2 (Deluxe),94.0,"Pop Smoke, Quavo",5Ar2IdS42hvVwV7EhflI8b,Shake The Room (feat. Quavo),66.0,,97.0,spotify:track:5Ar2IdS42hvVwV7EhflI8b
478,Meet The Woo 2,94.0,"Pop Smoke, Quavo",2W11Hab9ZIiuM3JatyY8v6,Shake The Room (feat. Quavo),38.0,,97.0,spotify:track:2W11Hab9ZIiuM3JatyY8v6
479,Rare,100.0,Selena Gomez,7HMmFQsKsljwTw8bS7lu19,Rare,77.0,,100.0,spotify:track:7HMmFQsKsljwTw8bS7lu19
480,Artist 2.0,100.0,A Boogie Wit da Hoodie,6cZH4rX1KTt1aJ3Ql6Ynja,Me and My Guitar,76.0,https://p.scdn.co/mp3-preview/ae1dec434ec4b3955492ae036041f12814711941?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6cZH4rX1KTt1aJ3Ql6Ynja
481,Feel Me,100.0,Selena Gomez,6XXYdF6pJR1K3wKvuxmu7n,Feel Me,74.0,,100.0,spotify:track:6XXYdF6pJR1K3wKvuxmu7n
482,Cuz I Love You (Super Deluxe),100.0,Lizzo,3HWzoMvoF3TQfYg4UPszDq,Truth Hurts,80.0,https://p.scdn.co/mp3-preview/c8bdc870ffc6044c84f0d52306a35551fb3d0263?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3HWzoMvoF3TQfYg4UPszDq
483,Bandit (with YoungBoy Never Broke Again),96.0,"Juice WRLD, YoungBoy Never Broke Again",6Gg1gjgKi2AK4e0qzsR7sd,Bandit (with YoungBoy Never Broke Again),85.0,,92.0,spotify:track:6Gg1gjgKi2AK4e0qzsR7sd
484,Artist 2.0,97.0,"A Boogie Wit da Hoodie, Young Thug",4l2rsMfr20dj6nf6i6F3Y8,Might Not Give Up (feat. Young Thug),66.0,https://p.scdn.co/mp3-preview/96031ed4519c2b430dd4716df0f23a55565be195?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:4l2rsMfr20dj6nf6i6F3Y8
485,Artist 2.0 (Deluxe),97.0,"A Boogie Wit da Hoodie, Young Thug",0bo4hZZV4aYI4EEh1IpDNa,Might Not Give Up (feat. Young Thug),54.0,https://p.scdn.co/mp3-preview/d0bc58bf645afb80a9b8cf454f521c72b9995acd?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:0bo4hZZV4aYI4EEh1IpDNa
486,Artist 2.0,97.0,"A Boogie Wit da Hoodie, Young Thug",6DDij4AxiSF6QYdtMFEDnV,Might Not Give Up (feat. Young Thug),33.0,https://p.scdn.co/mp3-preview/8775bb3c7159946a72709224e8cff762a0d3343d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:6DDij4AxiSF6QYdtMFEDnV
487,Artist 2.0 (Deluxe),97.0,"A Boogie Wit da Hoodie, Young Thug",3CZaD8kZrZX8L2EW4jze6x,Might Not Give Up (feat. Young Thug),28.0,https://p.scdn.co/mp3-preview/5212b9442f475a5ba842395f7896d504fa9298dd?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:3CZaD8kZrZX8L2EW4jze6x
488,Artist 2.0,100.0,A Boogie Wit da Hoodie,4MzhmCOgPB7xb87f1CXjlA,Thug Love,65.0,https://p.scdn.co/mp3-preview/08f1364a03b649a87eff605767e6ae5e6e9cd08d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4MzhmCOgPB7xb87f1CXjlA
489,Artist 2.0,97.0,"A Boogie Wit da Hoodie, DaBaby",0dIz1I7IwX5ardG47AHxCZ,Stain (feat. DaBaby),61.0,https://p.scdn.co/mp3-preview/99d90e4da2f9ee87b892d58ff1ed2703b045a32f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,91.0,spotify:track:0dIz1I7IwX5ardG47AHxCZ
490,Yikes,100.0,Nicki Minaj,75dLEqanQTupF3dtP9exT5,Yikes,75.0,,100.0,spotify:track:75dLEqanQTupF3dtP9exT5
491,Changes,100.0,Justin Bieber,2o9LAypwGH4ctV0i9boo6d,Come Around Me,74.0,,100.0,spotify:track:2o9LAypwGH4ctV0i9boo6d
