,album,artist_levenshtein,artists,billboard_SongID,billboard_Unnamed: 0,billboard_artist,billboard_date,billboard_isNew,billboard_lastPos,billboard_peakPos,billboard_rank,billboard_title,billboard_weeks,id,name,popularity,preview_url,title_levenshtein,uri
3109,"God Forgives, I Don't (Deluxe Edition)",89.0,"Rick Ross, Wale, Drake",Diced PineapplesRick Ross Featuring Wale & Drake,38701.0,Rick Ross Featuring Wale & Drake,2013-02-02,0.0,86.0,71.0,99.0,Diced Pineapples,16.0,27mF2eUbhExYWiOT0y9cuc,Diced Pineapples,58.0,,100.0,spotify:track:27mF2eUbhExYWiOT0y9cuc
3110,Almeria (Deluxe),97.0,"Lifehouse, Natasha Bedingfield",Between The RaindropsLifehouse Featuring Natasha Bedingfield,38702.0,Lifehouse Featuring Natasha Bedingfield,2013-02-02,0.0,0.0,79.0,100.0,Between The Raindrops,2.0,1nxGSNnFCpDLwm3umCOUpi,Between The Raindrops,55.0,,100.0,spotify:track:1nxGSNnFCpDLwm3umCOUpi
3111,Native,100.0,OneRepublic,Feel AgainOneRepublic,38757.0,OneRepublic,2013-01-26,0.0,53.0,36.0,55.0,Feel Again,20.0,75hLNJfiXV5k2YGrbGEW51,Feel Again,56.0,,100.0,spotify:track:75hLNJfiXV5k2YGrbGEW51
3112,Red (Deluxe Edition),100.0,Taylor Swift,The Moment I KnewTaylor Swift,38766.0,Taylor Swift,2013-01-26,1.0,0.0,64.0,64.0,The Moment I Knew,1.0,5AsmAjBSSQjRPWgAYIp8tm,The Moment I Knew,50.0,,100.0,spotify:track:5AsmAjBSSQjRPWgAYIp8tm
3113,Hello My Name Is...,100.0,Bridgit Mendler,Ready Or NotBridgit Mendler,38799.0,Bridgit Mendler,2013-01-26,0.0,75.0,49.0,97.0,Ready Or Not,13.0,5xvUgoVED1F4mBu8FL0HaW,Ready or Not,71.0,,100.0,spotify:track:5xvUgoVED1F4mBu8FL0HaW
3114,Believe (Deluxe Edition),96.0,"Justin Bieber, Big Sean",As Long As You Love MeJustin Bieber Featuring Big Sean,38841.0,Justin Bieber Featuring Big Sean,2013-01-19,0.0,24.0,6.0,39.0,As Long As You Love Me,29.0,0pwYLVXVknPSGUQb39cePC,As Long As You Love Me,68.0,,100.0,spotify:track:0pwYLVXVknPSGUQb39cePC
3115,The Truth About Love,100.0,P!nk,Blow Me (One Last Kiss)P!nk,38849.0,P!nk,2013-01-19,0.0,47.0,5.0,47.0,Blow Me (One Last Kiss),27.0,4k80K0b6KZ2QjAYkXON7q6,Blow Me (One Last Kiss),66.0,https://p.scdn.co/mp3-preview/171ad683a8525cd62871b90287f1c49c2f9f0500?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4k80K0b6KZ2QjAYkXON7q6
3116,Fortune (Expanded Edition),100.0,Chris Brown,Don't Wake Me UpChris Brown,38850.0,Chris Brown,2013-01-19,0.0,37.0,10.0,48.0,Don't Wake Me Up,28.0,18VfHIPaCo0s6FTi1Fnp6T,Don't Wake Me Up,63.0,https://p.scdn.co/mp3-preview/1cf042b6277db5928b2c4126c206cb46edbf00cd?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:18VfHIPaCo0s6FTi1Fnp6T
3117,Tailgates & Tanlines,100.0,Luke Bryan,Kiss Tomorrow GoodbyeLuke Bryan,38874.0,Luke Bryan,2013-01-19,0.0,64.0,29.0,72.0,Kiss Tomorrow Goodbye,20.0,4ZF2WDTBVFihfTkxfme8JE,Kiss Tomorrow Goodbye,57.0,,100.0,spotify:track:4ZF2WDTBVFihfTkxfme8JE
3118,Chief,100.0,Eric Church,Creepin'Eric Church,38881.0,Eric Church,2013-01-19,0.0,67.0,56.0,79.0,Creepin',20.0,2krJlC7MXXpOdPipgc0TaS,Creepin',58.0,,100.0,spotify:track:2krJlC7MXXpOdPipgc0TaS
3119,Welcome To The Fishbowl,100.0,Kenny Chesney,El Cerrito PlaceKenny Chesney,38887.0,Kenny Chesney,2013-01-19,0.0,85.0,72.0,85.0,El Cerrito Place,13.0,13JngJc6J0ykO7Pq0gin35,El Cerrito Place,47.0,https://p.scdn.co/mp3-preview/654a4d3eeb5aa9aaff6208f105f016d6f98df65d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:13JngJc6J0ykO7Pq0gin35
3120,Dreams and Nightmares (Deluxe Edition),95.0,"Meek Mill, Kirko Bangz",Young & Gettin' ItMeek Mill Featuring Kirko Bangz,38897.0,Meek Mill Featuring Kirko Bangz,2013-01-19,0.0,86.0,86.0,95.0,Young & Gettin' It,10.0,6MVdz8I7oYm86MRzZiOZa8,Young & Gettin' It (feat. Kirko Bangz),45.0,https://p.scdn.co/mp3-preview/4389931ed0d502761b97a3e6b3cd9f82c317d572?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:6MVdz8I7oYm86MRzZiOZa8
3121,Greg Bates EP,100.0,Greg Bates,Did It For The GirlGreg Bates,38898.0,Greg Bates,2013-01-19,0.0,89.0,66.0,96.0,Did It For The Girl,16.0,0d3P3GZGU7G3L1cIFLAbqj,Did It For The Girl,46.0,,100.0,spotify:track:0d3P3GZGU7G3L1cIFLAbqj
3122,Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition),100.0,Samantha Barks,On My OwnSamantha Barks,38899.0,Samantha Barks,2013-01-19,1.0,0.0,97.0,97.0,On My Own,1.0,3Mr6ofzF6ZuYiqHh8qNud3,On My Own,51.0,,100.0,spotify:track:3Mr6ofzF6ZuYiqHh8qNud3
3123,Sticks & Stones,95.0,"Cher Lloyd, Becky G",OathCher Lloyd Featuring Becky G,38975.0,Cher Lloyd Featuring Becky G,2013-01-12,0.0,0.0,73.0,73.0,Oath,2.0,6D0QtayzCNVKoIZ8IX2npw,Oath,56.0,https://p.scdn.co/mp3-preview/7aa8fe72a730576767597a9d6211ba80c23102bd?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6D0QtayzCNVKoIZ8IX2npw
3124,Indicud,100.0,Kid Cudi,King WizardKid Cudi,38993.0,Kid Cudi,2013-01-12,0.0,95.0,91.0,91.0,King Wizard,2.0,4bFOo0IbTRXQBXNWEpGxXX,King Wizard,56.0,,100.0,spotify:track:4bFOo0IbTRXQBXNWEpGxXX
3125,Take Me Home: Yearbook Edition,100.0,One Direction,Rock MeOne Direction,39000.0,One Direction,2013-01-12,1.0,0.0,98.0,98.0,Rock Me,1.0,7MbII8jWqFiTFYU3MPYEfW,Rock Me,67.0,https://p.scdn.co/mp3-preview/30a543539c9324b6c787ab18dd7d6bf8abc76027?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7MbII8jWqFiTFYU3MPYEfW
3126,Based On A T.R.U. Story (Deluxe),95.0,"2 Chainz, Kanye West",Birthday Song2 Chainz Featuring Kanye West,39061.0,2 Chainz Featuring Kanye West,2013-01-05,0.0,62.0,47.0,59.0,Birthday Song,20.0,5qkWTBmDmZjogwIvbKtJQv,Birthday Song,56.0,,100.0,spotify:track:5qkWTBmDmZjogwIvbKtJQv
3127,Pluto 3D,100.0,Future,Turn On The LightsFuture,39089.0,Future,2013-01-05,0.0,83.0,50.0,87.0,Turn On The Lights,20.0,4U8hMes3PqpsLJBeMXD71p,Turn On The Lights,54.0,https://p.scdn.co/mp3-preview/1ceb210841fddcd7d435ad91a8e2367cd58047b4?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4U8hMes3PqpsLJBeMXD71p
3128,Barefoot Blue Jean Night,100.0,Jake Owen,The One That Got AwayJake Owen,39092.0,Jake Owen,2013-01-05,0.0,71.0,51.0,90.0,The One That Got Away,20.0,7oizkVPKiJYU5CyTjrcVp0,The One That Got Away,56.0,https://p.scdn.co/mp3-preview/a1ff85885c1390ab734f6ccfffc83611b010e766?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7oizkVPKiJYU5CyTjrcVp0
3129,Representin,96.0,"Ludacris, Kelly Rowland",Representin'Ludacris Featuring Kelly Rowland,39100.0,Ludacris Featuring Kelly Rowland,2013-01-05,0.0,98.0,97.0,98.0,Representin',4.0,6L5ViZKQnnhI11uc2opNPO,Representin,44.0,,96.0,spotify:track:6L5ViZKQnnhI11uc2opNPO
3130,4,86.0,Beyoncé,Dance For YouBeyonce,39197.0,Beyonce,2012-12-29,0.0,98.0,78.0,95.0,Dance For You,15.0,7cvkXf3AwPGT041PyOi5VX,Dance for You,64.0,https://p.scdn.co/mp3-preview/69d99b19f6557ff8cf42b354316ae883d7900347?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7cvkXf3AwPGT041PyOi5VX
3131,My Life,91.0,"50 Cent, Eminem, Adam Levine",My Life50 Cent Featuring Eminem & Adam Levine,39201.0,50 Cent Featuring Eminem & Adam Levine,2012-12-29,0.0,80.0,27.0,99.0,My Life,3.0,2GoOioZVtOF1iMYfnzkreg,My Life,54.0,,100.0,spotify:track:2GoOioZVtOF1iMYfnzkreg
3132,Finally Found You,97.0,"Enrique Iglesias, Sammy Adams",Finally Found YouEnrique Iglesias Featuring Sammy Adams,39202.0,Enrique Iglesias Featuring Sammy Adams,2012-12-29,0.0,92.0,24.0,100.0,Finally Found You,14.0,0F6RPDtMi519sr7sl2gOVv,Finally Found You,51.0,,100.0,spotify:track:0F6RPDtMi519sr7sl2gOVv
3133,Picture Show,100.0,Neon Trees,Everybody TalksNeon Trees,39245.0,Neon Trees,2012-12-22,0.0,33.0,6.0,43.0,Everybody Talks,39.0,2iUmqdfGZcHIhS3b9E9EWq,Everybody Talks,78.0,,100.0,spotify:track:2iUmqdfGZcHIhS3b9E9EWq
3134,The Midsummer Station,94.0,"Owl City, Carly Rae Jepsen",Good TimeOwl City & Carly Rae Jepsen,39249.0,Owl City & Carly Rae Jepsen,2012-12-22,0.0,39.0,8.0,47.0,Good Time,24.0,1kPpge9JDLpcj15qgrPbYX,Good Time,74.0,,100.0,spotify:track:1kPpge9JDLpcj15qgrPbYX
3135,Excuse My French,98.0,"French Montana, Rick Ross, Drake, Lil Wayne","Pop ThatFrench Montana Featuring Rick Ross, Drake, Lil Wayne",39251.0,"French Montana Featuring Rick Ross, Drake, Lil Wayne",2012-12-22,0.0,46.0,36.0,49.0,Pop That,22.0,3Jv1XgMPVjdN5xGfnRJ20s,Pop That,62.0,,100.0,spotify:track:3Jv1XgMPVjdN5xGfnRJ20s
3136,Changed,100.0,Rascal Flatts,Come Wake Me UpRascal Flatts,39295.0,Rascal Flatts,2012-12-22,0.0,62.0,52.0,93.0,Come Wake Me Up,20.0,5mCttXluvE0gaIArboAoFA,Come Wake Me Up,52.0,,100.0,spotify:track:5mCttXluvE0gaIArboAoFA
3137,Wild Ones,100.0,Flo Rida,WhistleFlo Rida,39350.0,Flo Rida,2012-12-15,0.0,41.0,1.0,48.0,Whistle,29.0,3bC1ahPIYt1btJzSSEyyrF,Whistle,76.0,https://p.scdn.co/mp3-preview/957b3f190456c949010b102381b6e3e6c05d61b6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3bC1ahPIYt1btJzSSEyyrF
3138,Blown Away,100.0,Carrie Underwood,Blown AwayCarrie Underwood,39351.0,Carrie Underwood,2012-12-15,0.0,42.0,20.0,49.0,Blown Away,22.0,0vFMQi8ZnOM2y8cuReZTZ2,Blown Away,63.0,https://p.scdn.co/mp3-preview/77d6fbe4508d0e4c17983bd0bd22939dd3eab6a5?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0vFMQi8ZnOM2y8cuReZTZ2
3139,Four The Record,100.0,Miranda Lambert,Fastest Girl In TownMiranda Lambert,39381.0,Miranda Lambert,2012-12-15,0.0,58.0,47.0,79.0,Fastest Girl In Town,19.0,6sXK2Fq7Ibi3SN6qYyQgIG,Fastest Girl in Town,51.0,https://p.scdn.co/mp3-preview/c0e61b763492255a3be9ed69a452fb1e55409d4d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6sXK2Fq7Ibi3SN6qYyQgIG
3140,Night Train,100.0,Jason Aldean,Take A Little RideJason Aldean,39387.0,Jason Aldean,2012-12-15,0.0,84.0,12.0,85.0,Take A Little Ride,20.0,2o5mwv7hvas1jdUg14Nihv,Take A Little Ride,60.0,https://p.scdn.co/mp3-preview/1b9302f9d4b055c659820117df749c6ae48a7e24?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2o5mwv7hvas1jdUg14Nihv
3141,California 37,100.0,Train,50 Ways To Say GoodbyeTrain,39446.0,Train,2012-12-08,0.0,28.0,20.0,44.0,50 Ways To Say Goodbye,20.0,2NniAhAtkRACaMeYt48xlD,50 Ways to Say Goodbye,66.0,https://p.scdn.co/mp3-preview/49535b4f73876b27111861b0f6c2f0902264a305?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2NniAhAtkRACaMeYt48xlD
3142,Nothing but the Beat 2.0,83.0,David Guetta,TitaniumDavid Guetta Featuring Sia,39450.0,David Guetta Featuring Sia,2012-12-08,0.0,47.0,7.0,48.0,Titanium,33.0,0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),67.0,https://p.scdn.co/mp3-preview/df48022bd4a86ce86a64c5f55eaed8e75ce63aa1?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,94.0,spotify:track:0lHAMNU8RGiIObScrsRgmP
3143,Lotus (Deluxe Version),91.0,"Christina Aguilera, Blake Shelton",Just A FoolChristina Aguilera With Blake Shelton,39473.0,Christina Aguilera With Blake Shelton,2012-12-08,0.0,92.0,71.0,71.0,Just A Fool,2.0,6nS1vMV1zs8c0Lk6mud78D,Just A Fool,58.0,https://p.scdn.co/mp3-preview/ea97819f2ab562cd341b84dee7c1982b37f650ba?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6nS1vMV1zs8c0Lk6mud78D
3144,Pink Friday ... Roman Reloaded,100.0,Nicki Minaj,Pound The AlarmNicki Minaj,39490.0,Nicki Minaj,2012-12-08,0.0,83.0,15.0,88.0,Pound The Alarm,18.0,0LohatbcUXRauoeMlR1jnS,Pound The Alarm,60.0,,100.0,spotify:track:0LohatbcUXRauoeMlR1jnS
3145,Word Of Mouth,100.0,The Wanted,I Found YouThe Wanted,39491.0,The Wanted,2012-12-08,0.0,0.0,89.0,89.0,I Found You,2.0,1CRY4X2b8X7X10EUdPUutw,I Found You,40.0,,100.0,spotify:track:1CRY4X2b8X7X10EUdPUutw
3146,Hard 2 Love,100.0,Lee Brice,Hard To LoveLee Brice,39547.0,Lee Brice,2012-12-01,0.0,34.0,27.0,45.0,Hard To Love,23.0,6E9V9TRlVOLjenGjHemzEH,Hard To Love,71.0,https://p.scdn.co/mp3-preview/74a0da99e8c1452cf915720f783cacefab7a66df?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6E9V9TRlVOLjenGjHemzEH
3147,Overexposed,95.0,"Maroon 5, Wiz Khalifa",PayphoneMaroon 5 Featuring Wiz Khalifa,39548.0,Maroon 5 Featuring Wiz Khalifa,2012-12-01,0.0,39.0,2.0,46.0,Payphone,31.0,1LmN9SSHISbtp9LoaR5ZVJ,Payphone,72.0,,100.0,spotify:track:1LmN9SSHISbtp9LoaR5ZVJ
3148,Katy Perry - Teenage Dream: The Complete Confection,100.0,Katy Perry,Wide AwakeKaty Perry,39550.0,Katy Perry,2012-12-01,0.0,41.0,2.0,48.0,Wide Awake,26.0,5JLv62qFIS1DR3zGEcApRt,Wide Awake,68.0,,100.0,spotify:track:5JLv62qFIS1DR3zGEcApRt
3149,Chapter V (Deluxe),94.0,"Trey Songz, T.I.",2 ReasonsTrey Songz Featuring T.I.,39564.0,Trey Songz Featuring T.I.,2012-12-01,0.0,56.0,43.0,62.0,2 Reasons,20.0,6lgzJuBX3iqevLdtgNlyAU,2 Reasons (feat. T.I.),52.0,https://p.scdn.co/mp3-preview/68cc84155215d5bfa06cbbf9ac6e73a23203843d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:6lgzJuBX3iqevLdtgNlyAU
3150,Lotus (Deluxe Version),100.0,Christina Aguilera,Your BodyChristina Aguilera,39586.0,Christina Aguilera,2012-12-01,0.0,84.0,34.0,84.0,Your Body,9.0,2pmtavvgqZN52EePYxutgk,Your Body,59.0,https://p.scdn.co/mp3-preview/0bd92843af72adcd3d72fb865c69816b2c247aa3?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2pmtavvgqZN52EePYxutgk
3151,Two Eleven (Deluxe Version),95.0,"Brandy, Chris Brown",Put It DownBrandy Featuring Chris Brown,39587.0,Brandy Featuring Chris Brown,2012-12-01,0.0,77.0,65.0,85.0,Put It Down,14.0,6XDSSxwOntlKPkE6wVzucb,Put It Down (feat. Chris Brown),54.0,https://p.scdn.co/mp3-preview/c507eaf2b62e17e1efabd395ac08416e3615fc9a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:6XDSSxwOntlKPkE6wVzucb
3152,All Over The Road,100.0,Easton Corbin,Lovin' You Is FunEaston Corbin,39588.0,Easton Corbin,2012-12-01,0.0,70.0,57.0,86.0,Lovin' You Is Fun,20.0,5qNkZdbdfL9tQm1ppZmUrW,Lovin' You Is Fun,56.0,,100.0,spotify:track:5qNkZdbdfL9tQm1ppZmUrW
3153,Chapter V (Deluxe),100.0,Trey Songz,Dive InTrey Songz,39601.0,Trey Songz,2012-12-01,0.0,87.0,77.0,99.0,Dive In,12.0,43hHjvaO9brl5t7ywedeyx,Dive In,54.0,https://p.scdn.co/mp3-preview/29fd70e5304bd40da3ff06e348b89bb26b33d2e5?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:43hHjvaO9brl5t7ywedeyx
3154,Mercy,100.0,"Kanye West, Big Sean, Pusha T, 2 Chainz","MercyKanye West, Big Sean, Pusha T, 2 Chainz",39649.0,"Kanye West, Big Sean, Pusha T, 2 Chainz",2012-11-24,0.0,41.0,13.0,47.0,Mercy,32.0,4qikXelSRKvoCqFcHLB2H2,Mercy,71.0,,100.0,spotify:track:4qikXelSRKvoCqFcHLB2H2
3155,Unbroken,100.0,Demi Lovato,Give Your Heart A BreakDemi Lovato,39651.0,Demi Lovato,2012-11-24,0.0,45.0,16.0,49.0,Give Your Heart A Break,32.0,3sP3c86WFjOzHHnbhhZcLA,Give Your Heart a Break,70.0,,100.0,spotify:track:3sP3c86WFjOzHHnbhhZcLA
3156,Love Is a Four Letter Word (Deluxe Edition),100.0,Jason Mraz,I Won't Give UpJason Mraz,39745.0,Jason Mraz,2012-11-17,0.0,49.0,8.0,43.0,I Won't Give Up,44.0,53QF56cjZA9RTuuMZDrSA6,I Won't Give Up,71.0,https://p.scdn.co/mp3-preview/1fc135f92f01b35c3c03b4dea2ca13ee15b5427d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:53QF56cjZA9RTuuMZDrSA6
3157,Based On A T.R.U. Story (Deluxe),93.0,"2 Chainz, Drake",No Lie2 Chainz Featuring Drake,39751.0,2 Chainz Featuring Drake,2012-11-17,0.0,46.0,24.0,49.0,No Lie,26.0,6j9iyrrmqWlQZ5SD1hSTaq,No Lie,59.0,,100.0,spotify:track:6j9iyrrmqWlQZ5SD1hSTaq
3158,Red (Deluxe Edition),100.0,Taylor Swift,I Almost DoTaylor Swift,39867.0,Taylor Swift,2012-11-10,1.0,0.0,65.0,65.0,I Almost Do,1.0,31pEV5lPJi7btskZoUr2yu,I Almost Do,52.0,,100.0,spotify:track:31pEV5lPJi7btskZoUr2yu
3159,Sticks & Stones,100.0,Cher Lloyd,Want U BackCher Lloyd,39875.0,Cher Lloyd,2012-11-10,0.0,68.0,12.0,73.0,Want U Back,20.0,6E11E0lT5Zy7yb6iT3y8DN,Want U Back,66.0,https://p.scdn.co/mp3-preview/361ce0d5f8575a4046a325604e2b4d55b1c67d55?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6E11E0lT5Zy7yb6iT3y8DN
3160,Red (Deluxe Edition),100.0,Taylor Swift,All Too WellTaylor Swift,39882.0,Taylor Swift,2012-11-10,1.0,0.0,80.0,80.0,All Too Well,1.0,1q3RiD1tIWUpGsNFADMlvl,All Too Well,60.0,,100.0,spotify:track:1q3RiD1tIWUpGsNFADMlvl
3161,Red (Deluxe Edition),100.0,Taylor Swift,Stay Stay StayTaylor Swift,39893.0,Taylor Swift,2012-11-10,1.0,0.0,91.0,91.0,Stay Stay Stay,1.0,1x0J8LFX23d5h1zzuzZorc,Stay Stay Stay,52.0,,100.0,spotify:track:1x0J8LFX23d5h1zzuzZorc
3162,Babel (Deluxe Version),100.0,Mumford & Sons,BabelMumford & Sons,39899.0,Mumford & Sons,2012-11-10,0.0,83.0,60.0,97.0,Babel,5.0,7nhItJUpHMXJURhZNyXHJs,Babel,55.0,https://p.scdn.co/mp3-preview/221797f5a42d553ff7f5950e0ce05f037eea09b8?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7nhItJUpHMXJURhZNyXHJs
3163,Red (Deluxe Edition),100.0,Taylor Swift,State Of GraceTaylor Swift,39915.0,Taylor Swift,2012-11-03,1.0,0.0,13.0,13.0,State Of Grace,1.0,5zyCYmiaVE5y26EZuwZbsw,State Of Grace,52.0,,100.0,spotify:track:5zyCYmiaVE5y26EZuwZbsw
3164,Tornado,100.0,Little Big Town,PontoonLittle Big Town,39976.0,Little Big Town,2012-11-03,0.0,67.0,22.0,74.0,Pontoon,20.0,2Gy3XMLbBxACZ4tXdFRGr7,Pontoon,66.0,,100.0,spotify:track:2Gy3XMLbBxACZ4tXdFRGr7
3165,Truck Yeah,100.0,Tim McGraw,Truck YeahTim McGraw,39982.0,Tim McGraw,2012-11-03,0.0,66.0,57.0,80.0,Truck Yeah,16.0,3crxySebCike4UZq4SvzxT,Truck Yeah,51.0,,100.0,spotify:track:3crxySebCike4UZq4SvzxT
3166,North (Deluxe Edition),100.0,Matchbox Twenty,She's So Meanmatchbox twenty,39996.0,matchbox twenty,2012-11-03,0.0,83.0,40.0,94.0,She's So Mean,17.0,2toY6JyyfKy9TwNk3Ou2XG,She's so Mean,60.0,https://p.scdn.co/mp3-preview/1ac2bf99c09d868a7d56d8b0a6a5142c9f9df0b6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2toY6JyyfKy9TwNk3Ou2XG
3167,Babel (Deluxe Version),100.0,Mumford & Sons,Whispers In The DarkMumford & Sons,40002.0,Mumford & Sons,2012-11-03,0.0,91.0,81.0,100.0,Whispers In The Dark,4.0,0l58YQ6trzdxO3C9XFczZS,Whispers in the Dark,46.0,https://p.scdn.co/mp3-preview/e22907b20e03aac9433a93ea1244db30aaae4913?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0l58YQ6trzdxO3C9XFczZS
3168,Dustin Lynch,100.0,Dustin Lynch,Cowboys And AngelsDustin Lynch,40049.0,Dustin Lynch,2012-10-27,0.0,46.0,40.0,47.0,Cowboys And Angels,22.0,5ksoJlQJtduEkwQTo7UN7X,Cowboys and Angels,60.0,https://p.scdn.co/mp3-preview/de91648badc23221736544ba0e0ae43033598440?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5ksoJlQJtduEkwQTo7UN7X
3169,Talk That Talk,100.0,Rihanna,Where Have You BeenRihanna,40051.0,Rihanna,2012-10-27,0.0,42.0,5.0,49.0,Where Have You Been,26.0,5WQQIDU3HRaMyPkob8mpFb,Where Have You Been,67.0,,100.0,spotify:track:5WQQIDU3HRaMyPkob8mpFb
3170,Free The Music,100.0,Jerrod Niemann,Shinin' On MeJerrod Niemann,40096.0,Jerrod Niemann,2012-10-27,0.0,92.0,92.0,94.0,Shinin' On Me,7.0,56hUUEbFVeJXCmbdPfsy1T,Shinin' On Me,40.0,https://p.scdn.co/mp3-preview/5ca5b465dbc89a31ab2fa44fd12da58615fc0161?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:56hUUEbFVeJXCmbdPfsy1T
3171,Babel (Deluxe Version),100.0,Mumford & Sons,Holland RoadMumford & Sons,40097.0,Mumford & Sons,2012-10-27,0.0,84.0,84.0,95.0,Holland Road,3.0,4Bjugv3EniVJFRc52mA5bX,Holland Road,47.0,https://p.scdn.co/mp3-preview/ad386f4b3ae3b0fd1e56d344381a648efbcef14e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4Bjugv3EniVJFRc52mA5bX
3172,Indicud,95.0,"Kid Cudi, King Chip",Just What I AmKid Cudi Featuring King Chip,40100.0,Kid Cudi Featuring King Chip,2012-10-27,0.0,74.0,74.0,98.0,Just What I Am,2.0,20bJBbPapGQ4bqs0YcA9xY,Just What I Am,68.0,,100.0,spotify:track:20bJBbPapGQ4bqs0YcA9xY
3173,Babel (Deluxe Version),100.0,Mumford & Sons,Ghosts That We KnewMumford & Sons,40102.0,Mumford & Sons,2012-10-27,0.0,88.0,88.0,100.0,Ghosts That We Knew,3.0,4ClTOGZc8kcb8l58Vx5z5A,Ghosts That We Knew,51.0,https://p.scdn.co/mp3-preview/583b9d8e7e6b3e955e4250fb400ae40fc90bbd4e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4ClTOGZc8kcb8l58Vx5z5A
3174,Up All Night,100.0,One Direction,What Makes You BeautifulOne Direction,40146.0,One Direction,2012-10-20,0.0,37.0,4.0,44.0,What Makes You Beautiful,34.0,4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,80.0,https://p.scdn.co/mp3-preview/170a9a5c3c9d418b8a3027ef538dd34b3291dfeb?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4cluDES4hQEUhmXj6TXkSo
3175,Some Nights,89.0,"fun., Janelle Monáe",We Are Youngfun. Featuring Janelle Monae,40151.0,fun. Featuring Janelle Monae,2012-10-20,0.0,42.0,1.0,49.0,We Are Young,42.0,7a86XRg84qjasly9f6bPSD,We Are Young (feat. Janelle Monáe),73.0,https://p.scdn.co/mp3-preview/af96d9b11588ea7d7754ccf2a8cefa7ead23a7d6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:7a86XRg84qjasly9f6bPSD
3176,Looking 4 Myself (Expanded Edition),94.0,"Usher, Rick Ross",Lemme SeeUsher Featuring Rick Ross,40181.0,Usher Featuring Rick Ross,2012-10-20,0.0,71.0,46.0,79.0,Lemme See,20.0,4MevEW6tsWrpmzPKaqK0Uw,Lemme See (feat. Rick Ross),57.0,https://p.scdn.co/mp3-preview/6ad3d814bcc132879ea2d4a179632593a595a842?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,95.0,spotify:track:4MevEW6tsWrpmzPKaqK0Uw
3177,"Glee: The Music, Season 4 Volume 1",100.0,Glee Cast,The ScientistGlee Cast,40193.0,Glee Cast,2012-10-20,1.0,0.0,91.0,91.0,The Scientist,1.0,68iMdxXn1timrxURm9dR8C,The Scientist (Glee Cast Version),60.0,https://p.scdn.co/mp3-preview/56af902575c657a946110260ab7e67a7ca5625a6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:68iMdxXn1timrxURm9dR8C
