,album,artist_levenshtein,artists,billboard_SongID,billboard_Unnamed: 0,billboard_artist,billboard_date,billboard_isNew,billboard_lastPos,billboard_peakPos,billboard_rank,billboard_title,billboard_weeks,id,name,popularity,preview_url,title_levenshtein,uri
3040,The 2nd Law,100.0,Muse,MadnessMuse,37547.0,Muse,2013-04-20,0.0,46.0,45.0,45.0,Madness,29.0,0c4IEciLCDdXEhhKxj4ThA,Madness,69.0,https://p.scdn.co/mp3-preview/2bb1362f5a9c6264811e5904ee986b2edced38a3?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0c4IEciLCDdXEhhKxj4ThA
3041,"good kid, m.A.A.d city (Deluxe)",95.0,"Kendrick Lamar, Drake",Poetic JusticeKendrick Lamar Featuring Drake,37548.0,Kendrick Lamar Featuring Drake,2013-04-20,0.0,41.0,26.0,46.0,Poetic Justice,24.0,2P3SLxeQHPqh8qKB6gtJY2,Poetic Justice,69.0,,100.0,spotify:track:2P3SLxeQHPqh8qKB6gtJY2
3042,The Truth About Love,100.0,P!nk,TryP!nk,37549.0,P!nk,2013-04-20,0.0,43.0,9.0,47.0,Try,24.0,1jF7IL57ayN4Ity3jQqGu0,Try,73.0,https://p.scdn.co/mp3-preview/7384a4f0caa0d894ccf54f3a2ab28800d87be45b?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1jF7IL57ayN4Ity3jQqGu0
3043,Gangnam Style (강남스타일),100.0,PSY,Gangnam StylePSY,37550.0,PSY,2013-04-20,0.0,44.0,2.0,48.0,Gangnam Style,31.0,03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),71.0,,96.0,spotify:track:03UrZgTINDqvnUMbbIMhql
3044,Overexposed (Deluxe),100.0,Maroon 5,One More NightMaroon 5,37551.0,Maroon 5,2013-04-20,0.0,49.0,1.0,49.0,One More Night,42.0,4XNrMwGx1SqP01sqkGTDmo,One More Night,66.0,,100.0,spotify:track:4XNrMwGx1SqP01sqkGTDmo
3045,Pom Poms,100.0,Jonas Brothers,Pom PomsJonas Brothers,37562.0,Jonas Brothers,2013-04-20,1.0,0.0,60.0,60.0,Pom Poms,1.0,4ZtnkM504iN0eeCLfGew2W,Pom Poms,43.0,https://p.scdn.co/mp3-preview/9b5b5044c3b043295b0dbd1e45f1db97c0fd3e08?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4ZtnkM504iN0eeCLfGew2W
3046,Hunter Hayes (Encore),100.0,Hunter Hayes,Somebody's HeartbreakHunter Hayes,37564.0,Hunter Hayes,2013-04-20,0.0,54.0,54.0,62.0,Somebody's Heartbreak,20.0,7EIbjRAv9K5ccoH4XivnTk,Somebody's Heartbreak,52.0,https://p.scdn.co/mp3-preview/aa3f69a4853cce5e02728dbfaefbd37fd90b451c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7EIbjRAv9K5ccoH4XivnTk
3047,One Way or Another (Teenage Kicks),100.0,One Direction,One Way Or Another (Teenage Kicks)One Direction,37601.0,One Direction,2013-04-20,0.0,84.0,13.0,99.0,One Way Or Another (Teenage Kicks),8.0,48vlTTvosBO3rErgxYKxxR,One Way or Another (Teenage Kicks),59.0,https://p.scdn.co/mp3-preview/3046a8e084730036f03860299202c45389d51c75?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:48vlTTvosBO3rErgxYKxxR
3048,The World From The Side Of The Moon (Deluxe),100.0,Phillip Phillips,HomePhillip Phillips,37652.0,Phillip Phillips,2013-04-13,0.0,46.0,6.0,50.0,Home,40.0,4rsW3WCZBGwhHfJWuHRwyT,Home,67.0,,100.0,spotify:track:4rsW3WCZBGwhHfJWuHRwyT
3049,Based On A T.R.U. Story (Deluxe),100.0,2 Chainz,I'm Different2 Chainz,37668.0,2 Chainz,2013-04-13,0.0,63.0,27.0,66.0,I'm Different,20.0,6J5sxraPPZ4b0CVOGAgpXj,I'm Different,58.0,,100.0,spotify:track:6J5sxraPPZ4b0CVOGAgpXj
3050,Save Rock And Roll,100.0,Fall Out Boy,The PhoenixFall Out Boy,37682.0,Fall Out Boy,2013-04-13,1.0,0.0,80.0,80.0,The Phoenix,1.0,53AuxddsgPSlqM619nJhSd,The Phoenix,61.0,,100.0,spotify:track:53AuxddsgPSlqM619nJhSd
3051,The 20/20 Experience (Deluxe Version),100.0,Justin Timberlake,Pusher Love GirlJustin Timberlake,37689.0,Justin Timberlake,2013-04-13,0.0,64.0,64.0,87.0,Pusher Love Girl,2.0,773hekg7UEdbGvv3lJ3CmV,Pusher Love Girl,53.0,https://p.scdn.co/mp3-preview/6fc1d285152426c75d12a3fc59674d192effd281?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:773hekg7UEdbGvv3lJ3CmV
3052,Believe (Deluxe Edition),96.0,"Justin Bieber, Nicki Minaj",Beauty And A BeatJustin Bieber Featuring Nicki Minaj,37746.0,Justin Bieber Featuring Nicki Minaj,2013-04-06,0.0,33.0,5.0,44.0,Beauty And A Beat,24.0,190jyVPHYjAqEaOGmMzdyk,Beauty And A Beat,70.0,,100.0,spotify:track:190jyVPHYjAqEaOGmMzdyk
3053,Unapologetic (Edited Version),100.0,Rihanna,DiamondsRihanna,37749.0,Rihanna,2013-04-06,0.0,43.0,1.0,47.0,Diamonds,26.0,1z9kQ14XBSN0r2v6fx4IdG,Diamonds,66.0,,100.0,spotify:track:1z9kQ14XBSN0r2v6fx4IdG
3054,Same Trailer Different Park,100.0,Kacey Musgraves,Merry Go 'roundKacey Musgraves,37779.0,Kacey Musgraves,2013-04-06,0.0,73.0,63.0,77.0,Merry Go 'round,15.0,5UDqWOgDdixYMAgAyNbpgh,Merry Go 'Round,69.0,,100.0,spotify:track:5UDqWOgDdixYMAgAyNbpgh
3055,Tornado,100.0,Little Big Town,TornadoLittle Big Town,37781.0,Little Big Town,2013-04-06,0.0,70.0,51.0,79.0,Tornado,20.0,3HvNzmI0hX2dXcE41lBMxi,Tornado,51.0,,100.0,spotify:track:3HvNzmI0hX2dXcE41lBMxi
3056,The Lumineers,100.0,The Lumineers,Stubborn LoveThe Lumineers,37798.0,The Lumineers,2013-04-06,0.0,89.0,70.0,96.0,Stubborn Love,15.0,3ekNuTF3UpOvIZCfiejpnC,Stubborn Love,64.0,https://p.scdn.co/mp3-preview/d1e9a3b8997489ce99e683f1e0e89d9d6ee87653?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3ekNuTF3UpOvIZCfiejpnC
3057,Night Train,89.0,"Jason Aldean, Luke Bryan, Eric Church",The Only Way I KnowJason Aldean With Luke Bryan & Eric Church,37800.0,Jason Aldean With Luke Bryan & Eric Church,2013-04-06,0.0,88.0,40.0,98.0,The Only Way I Know,20.0,0h3DPHckCUqcWswjVMvdE9,The Only Way I Know (with Luke Bryan and Eric Church),60.0,https://p.scdn.co/mp3-preview/a24c64842f5f6cca563306d439ab5cf4ea670a83?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:0h3DPHckCUqcWswjVMvdE9
3058,Kaleidoscope Dream,100.0,Miguel,AdornMiguel,37848.0,Miguel,2013-03-30,0.0,41.0,17.0,46.0,Adorn,33.0,25cUhiAod71TIQSNicOaW3,Adorn,64.0,https://p.scdn.co/mp3-preview/32d8acbc6109d3e3371074cc3385a636b1eb0ed7?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:25cUhiAod71TIQSNicOaW3
3059,Some Nights,100.0,fun.,Some Nightsfun.,37851.0,fun.,2013-03-30,0.0,39.0,3.0,49.0,Some Nights,56.0,6t6oULCRS6hnI7rm0h5gwl,Some Nights,71.0,https://p.scdn.co/mp3-preview/ffc0e31e3685cae5ed9b05c2a506da3f3e9ee2ab?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6t6oULCRS6hnI7rm0h5gwl
3060,#3,95.0,"The Script, will.i.am",Hall Of FameThe Script Featuring will.i.am,37852.0,The Script Featuring will.i.am,2013-03-30,0.0,35.0,25.0,50.0,Hall Of Fame,25.0,1X1DWw2pcNZ8zSub3uhlNz,Hall of Fame,69.0,https://p.scdn.co/mp3-preview/87ee8d6680a271e44e1130dbdf9901c4ccd47002?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1X1DWw2pcNZ8zSub3uhlNz
3061,Pioneer,100.0,The Band Perry,Better Dig TwoThe Band Perry,37864.0,The Band Perry,2013-03-30,0.0,49.0,28.0,62.0,Better Dig Two,20.0,3z0a8G407NbxfjTRffvQiP,Better Dig Two,56.0,,100.0,spotify:track:3z0a8G407NbxfjTRffvQiP
3062,Trilogy,100.0,The Weeknd,Wicked GamesThe Weeknd,37878.0,The Weeknd,2013-03-30,0.0,71.0,53.0,76.0,Wicked Games,20.0,6VwBbL8CzPiC4QV66ay7oR,Wicked Games,73.0,,100.0,spotify:track:6VwBbL8CzPiC4QV66ay7oR
3063,M.O.,100.0,Nelly,Hey PorscheNelly,37885.0,Nelly,2013-03-30,0.0,63.0,42.0,83.0,Hey Porsche,4.0,6QoxM9xgqazNPGF026CjpS,Hey Porsche,46.0,,100.0,spotify:track:6QoxM9xgqazNPGF026CjpS
3064,Fortune (Expanded Edition),100.0,Chris Brown,Don't Judge MeChris Brown,37888.0,Chris Brown,2013-03-30,0.0,82.0,67.0,86.0,Don't Judge Me,20.0,0NG5gJzPHjYeQmqcmqfopN,Don't Judge Me,60.0,https://p.scdn.co/mp3-preview/b6e9cf28c21424c0f02c607bcf5bf83efe996587?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0NG5gJzPHjYeQmqcmqfopN
3065,Finally Rich (Deluxe),100.0,Chief Keef,Love SosaChief Keef,37899.0,Chief Keef,2013-03-30,0.0,88.0,56.0,97.0,Love Sosa,14.0,4IowQDUOzUvNtp72HMDcKO,Love Sosa,71.0,,100.0,spotify:track:4IowQDUOzUvNtp72HMDcKO
3066,Spring Break...Here To Party,100.0,Luke Bryan,BuzzkillLuke Bryan,37901.0,Luke Bryan,2013-03-30,0.0,74.0,74.0,99.0,Buzzkill,2.0,3UJvgGaBEJcDqz61mbvqAp,Buzzkill,49.0,,100.0,spotify:track:3UJvgGaBEJcDqz61mbvqAp
3067,Take Me Home: Yearbook Edition,100.0,One Direction,Little ThingsOne Direction,37902.0,One Direction,2013-03-30,0.0,94.0,33.0,100.0,Little Things,18.0,7kSLdGdXLey7pzLsWpdg1h,Little Things,77.0,https://p.scdn.co/mp3-preview/3b7f9ecc229d2fae6a60cd32879256113c0e246a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7kSLdGdXLey7pzLsWpdg1h
3068,Hunter Hayes (Encore),100.0,Hunter Hayes,WantedHunter Hayes,37948.0,Hunter Hayes,2013-03-23,0.0,39.0,16.0,46.0,Wanted,46.0,0p1BcEcYVO3uk4KDf3gzkY,Wanted,70.0,https://p.scdn.co/mp3-preview/a20a9377a18f36a5bbd0085df89c5b69c63525a4?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0p1BcEcYVO3uk4KDf3gzkY
3069,Home,100.0,Dierks Bentley,Tip It On BackDierks Bentley,37991.0,Dierks Bentley,2013-03-23,0.0,77.0,66.0,89.0,Tip It On Back,16.0,2G634xynj7ev8r5c0sAL3T,Tip It On Back,53.0,,100.0,spotify:track:2G634xynj7ev8r5c0sAL3T
3070,O.N.I.F.C. (Deluxe),96.0,"Wiz Khalifa, The Weeknd",Remember YouWiz Khalifa Featuring The Weeknd,37993.0,Wiz Khalifa Featuring The Weeknd,2013-03-23,0.0,81.0,63.0,91.0,Remember You,16.0,0g6mKqhGtUIEoLSmV8ozi8,Remember You (feat. The Weeknd),54.0,https://p.scdn.co/mp3-preview/5c08e4679a4767db1a610e8c063e4e14c9256014?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:0g6mKqhGtUIEoLSmV8ozi8
3071,As Your Friend,95.0,"Afrojack, Chris Brown",As Your FriendAfrojack Featuring Chris Brown,37997.0,Afrojack Featuring Chris Brown,2013-03-23,0.0,92.0,88.0,95.0,As Your Friend,3.0,7aLemVaGw5bt4u7wPXm7Lm,As Your Friend,45.0,,100.0,spotify:track:7aLemVaGw5bt4u7wPXm7Lm
3072,Skyfall,100.0,Adele,SkyfallAdele,38035.0,Adele,2013-03-16,0.0,61.0,8.0,33.0,Skyfall,20.0,6VObnIkLVruX4UVyxWhlqm,Skyfall,73.0,https://p.scdn.co/mp3-preview/68c26fb120ac16730ad0ac1c46e5bb9d9d60c70e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6VObnIkLVruX4UVyxWhlqm
3073,Swimming Pools (Drank),100.0,Kendrick Lamar,Swimming Pools (Drank)Kendrick Lamar,38050.0,Kendrick Lamar,2013-03-16,0.0,43.0,17.0,48.0,Swimming Pools (Drank),29.0,6REbwUNlppTfcnV4d4ZoZi,Swimming Pools (Drank),71.0,,100.0,spotify:track:6REbwUNlppTfcnV4d4ZoZi
3074,Global Warming: Meltdown (Deluxe Version),92.0,"Pitbull, TJR",Don't Stop The PartyPitbull Featuring TJR,38078.0,Pitbull Featuring TJR,2013-03-16,0.0,65.0,17.0,76.0,Don't Stop The Party,20.0,3Tu7uWBecS6GsLsL8UONKn,Don't Stop the Party (feat. TJR),61.0,https://p.scdn.co/mp3-preview/1af1dee0e3e02e59430d3dbd6f270d6298ac7c7e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,98.0,spotify:track:3Tu7uWBecS6GsLsL8UONKn
3075,To Be Loved,92.0,Michael Bublé,It's A Beautiful DayMichael Buble,38096.0,Michael Buble,2013-03-16,1.0,0.0,94.0,94.0,It's A Beautiful Day,1.0,0mvkwaZMP2gAy2ApQLtZRv,It's a Beautiful Day,66.0,https://p.scdn.co/mp3-preview/7eea4fbd8aa6c11d2dc0dee7158b4b50c26202a6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0mvkwaZMP2gAy2ApQLtZRv
3076,Pink Friday ... Roman Reloaded (Deluxe),100.0,Nicki Minaj,Va Va VoomNicki Minaj,38098.0,Nicki Minaj,2013-03-16,0.0,90.0,22.0,96.0,Va Va Voom,20.0,2jATUzETZL49e6SywauZKE,Va Va Voom,62.0,,100.0,spotify:track:2jATUzETZL49e6SywauZKE
3077,Hall Of Fame (Deluxe),100.0,Big Sean,GuapBig Sean,38102.0,Big Sean,2013-03-16,0.0,95.0,71.0,100.0,Guap,12.0,7G0PgkkbavF7Rh4zNrUxH0,Guap,54.0,,100.0,spotify:track:7G0PgkkbavF7Rh4zNrUxH0
3078,+,100.0,Ed Sheeran,The A TeamEd Sheeran,38147.0,Ed Sheeran,2013-03-09,0.0,32.0,16.0,45.0,The A Team,33.0,1VdZ0vKfR5jneCmWIUAMxK,The A Team,75.0,https://p.scdn.co/mp3-preview/37bf226e93591d438dde11e6404e3751a108084f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1VdZ0vKfR5jneCmWIUAMxK
3079,Boys & Girls,100.0,Alabama Shakes,Hold OnAlabama Shakes,38195.0,Alabama Shakes,2013-03-09,0.0,100.0,93.0,93.0,Hold On,2.0,1EuvOdyyzhFUP2z3gfr6xz,Hold On,61.0,https://p.scdn.co/mp3-preview/74470cdf1946a543dafdaebfd4422fecc496f08b?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1EuvOdyyzhFUP2z3gfr6xz
3080,Halcyon,100.0,Ellie Goulding,Anything Could HappenEllie Goulding,38196.0,Ellie Goulding,2013-03-09,0.0,85.0,47.0,94.0,Anything Could Happen,20.0,7C7yqFTM0ncyJ04GIKrxdV,Anything Could Happen,57.0,,100.0,spotify:track:7C7yqFTM0ncyJ04GIKrxdV
3081,Uncaged,100.0,Zac Brown Band,Goodbye In Her EyesZac Brown Band,38200.0,Zac Brown Band,2013-03-09,0.0,94.0,48.0,98.0,Goodbye In Her Eyes,20.0,5rIuVlKlLCfuQyt5eyzxOy,Goodbye in Her Eyes,59.0,https://p.scdn.co/mp3-preview/61d962a3524aa7e53e5f5fba260c5a9208e720e8?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5rIuVlKlLCfuQyt5eyzxOy
3082,Making Mirrors,92.0,"Gotye, Kimbra",Somebody That I Used To KnowGotye Featuring Kimbra,38238.0,Gotye Featuring Kimbra,2013-03-02,0.0,42.0,1.0,36.0,Somebody That I Used To Know,59.0,4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,75.0,,100.0,spotify:track:4wCmqSrbyCgxEXROQE6vtV
3083,Wild Ones,100.0,Flo Rida,I CryFlo Rida,38250.0,Flo Rida,2013-03-02,0.0,28.0,6.0,48.0,I Cry,21.0,4bZd0nRuX8HyjeXAUBczvm,I Cry,63.0,https://p.scdn.co/mp3-preview/83ecc26ad34e94df4a61ed9e44cdd3bacda81d6a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4bZd0nRuX8HyjeXAUBczvm
3084,Set You Free,100.0,Gary Allan,Every Storm (Runs Out Of Rain)Gary Allan,38254.0,Gary Allan,2013-03-02,0.0,41.0,26.0,52.0,Every Storm (Runs Out Of Rain),20.0,6s3dgEQgen7G85NtYUTEbD,Every Storm (Runs Out Of Rain),59.0,,100.0,spotify:track:6s3dgEQgen7G85NtYUTEbD
3085,Red,100.0,Taylor Swift,Begin AgainTaylor Swift,38267.0,Taylor Swift,2013-03-02,0.0,71.0,7.0,65.0,Begin Again,20.0,0L4YCNRfXAoTvdpWeH2RGj,Begin Again,55.0,,100.0,spotify:track:0L4YCNRfXAoTvdpWeH2RGj
3086,How Country Feels,100.0,Randy Houser,How Country FeelsRandy Houser,38275.0,Randy Houser,2013-03-02,0.0,65.0,42.0,73.0,How Country Feels,20.0,6aUhfNWYnMThF3TGtuYUUu,How Country Feels,70.0,https://p.scdn.co/mp3-preview/5b97d2ce9ea1505313b2a7a2f657622008985ccc?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6aUhfNWYnMThF3TGtuYUUu
3087,Wheelhouse,100.0,Brad Paisley,Southern Comfort ZoneBrad Paisley,38289.0,Brad Paisley,2013-03-02,0.0,58.0,54.0,87.0,Southern Comfort Zone,20.0,2lfmRyTLtsTCkLwMQcFSQk,Southern Comfort Zone,49.0,https://p.scdn.co/mp3-preview/d998e1011f08ca0f7e14d9957daefcd3aa1c6dec?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2lfmRyTLtsTCkLwMQcFSQk
3088,No Love Lost,91.0,"Joe Budden, Lil Wayne, Tank",She Don't Put It DownJoe Budden Featuring Lil Wayne & Tank,38298.0,Joe Budden Featuring Lil Wayne & Tank,2013-03-02,1.0,0.0,96.0,96.0,She Don't Put It Down,1.0,5FvZaQ8yKioeLsTXuw6uE2,She Don't Put It Down (feat. Lil Wayne & Tank),31.0,https://p.scdn.co/mp3-preview/234312cfd12b160264bf9e35db42101cc8c8cc07?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,98.0,spotify:track:5FvZaQ8yKioeLsTXuw6uE2
3089,Casey James,100.0,Casey James,Crying On A SuitcaseCasey James,38300.0,Casey James,2013-03-02,0.0,91.0,88.0,98.0,Crying On A Suitcase,9.0,020b0QxseQbcMTPKV49qRm,Crying on a Suitcase,41.0,https://p.scdn.co/mp3-preview/b939299eae2233c2417557135316c84b50183465?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:020b0QxseQbcMTPKV49qRm
3090,Hens Night,100.0,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself)Ne-Yo,38349.0,Ne-Yo,2013-02-23,0.0,38.0,6.0,47.0,Let Me Love You (Until You Learn To Love Yourself),28.0,7gqupyurln72I7T20ABq0H,Let Me Love You (Until You Learn To Love Yourself),1.0,,100.0,spotify:track:7gqupyurln72I7T20ABq0H
3091,Back In The Saddle,100.0,Chris Cagle,Let There Be CowgirlsChris Cagle,38398.0,Chris Cagle,2013-02-23,0.0,96.0,96.0,96.0,Let There Be Cowgirls,3.0,5XsFHtfZJ8yHRWvKK4uQWO,Let There Be Cowgirls,56.0,,100.0,spotify:track:5XsFHtfZJ8yHRWvKK4uQWO
3092,Clique,100.0,"Kanye West, JAY-Z, Big Sean","CliqueKanye West, Jay-Z, Big Sean",38446.0,"Kanye West, Jay-Z, Big Sean",2013-02-16,0.0,39.0,12.0,44.0,Clique,22.0,3rbNV2GI8Vtd8byhUtXZID,Clique,64.0,,100.0,spotify:track:3rbNV2GI8Vtd8byhUtXZID
3093,Kiss (Deluxe),100.0,Carly Rae Jepsen,Call Me MaybeCarly Rae Jepsen,38450.0,Carly Rae Jepsen,2013-02-16,0.0,43.0,1.0,48.0,Call Me Maybe,50.0,3TGRqZ0a2l1LRblBkJoaDx,Call Me Maybe,69.0,,100.0,spotify:track:3TGRqZ0a2l1LRblBkJoaDx
3094,I Am Not A Human Being II (Deluxe),94.0,"Lil Wayne, Detail",No WorriesLil Wayne Featuring Detail,38451.0,Lil Wayne Featuring Detail,2013-02-16,0.0,50.0,29.0,49.0,No Worries,22.0,2DLsQuwxEdXt2yp54vw355,No Worries,57.0,,100.0,spotify:track:2DLsQuwxEdXt2yp54vw355
3095,The Wack Album,95.0,"The Lonely Island, Adam Levine, Kendrick Lamar",YoloThe Lonely Island Featuring Adam Levine & Kendrick Lamar,38462.0,The Lonely Island Featuring Adam Levine & Kendrick Lamar,2013-02-16,1.0,0.0,60.0,60.0,Yolo,1.0,6XmT1eehtQjAtuZL3gMBNT,YOLO,49.0,,100.0,spotify:track:6XmT1eehtQjAtuZL3gMBNT
3096,Gossamer,100.0,Passion Pit,Take A WalkPassion Pit,38488.0,Passion Pit,2013-02-16,0.0,84.0,84.0,86.0,Take A Walk,22.0,4Sfa7hdVkqlM8UW5LsSY3F,Take a Walk,70.0,https://p.scdn.co/mp3-preview/5ee7d7e897d650919b9cc671e9406504b38084d6?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4Sfa7hdVkqlM8UW5LsSY3F
3097,"Glee: The Music, The Complete Season Four",100.0,Glee Cast,Let Me Love You (Until You Learn To Love Yourself)Glee Cast,38493.0,Glee Cast,2013-02-16,1.0,0.0,91.0,91.0,Let Me Love You (Until You Learn To Love Yourself),1.0,4VlWvWf3gOF2yZ0SOyUCtX,Let Me Love You (Until You Learn To Love Yourself) (Glee Cast Version),56.0,https://p.scdn.co/mp3-preview/a647478c3e392bb26e6d8e786fbcb624a150b9e8?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,97.0,spotify:track:4VlWvWf3gOF2yZ0SOyUCtX
3098,Up All Night,100.0,Kip Moore,Beer MoneyKip Moore,38494.0,Kip Moore,2013-02-16,0.0,83.0,51.0,92.0,Beer Money,20.0,61voPX1C71rhwynuLQyajo,Beer Money,59.0,,100.0,spotify:track:61voPX1C71rhwynuLQyajo
3099,The Lateness Of The Hour,100.0,Alex Clare,Too CloseAlex Clare,38549.0,Alex Clare,2013-02-09,0.0,40.0,7.0,47.0,Too Close,44.0,4sK96UnGx3NjBaqvfTG2dm,Too Close,59.0,,100.0,spotify:track:4sK96UnGx3NjBaqvfTG2dm
3100,Stay Trippy,91.0,"Juicy J, Lil Wayne, 2 Chainz",Bandz A Make Her DanceJuicy J Featuring Lil Wayne & 2 Chainz,38560.0,Juicy J Featuring Lil Wayne & 2 Chainz,2013-02-09,0.0,48.0,29.0,58.0,Bandz A Make Her Dance,20.0,7EZPH9Px3gXlxD5KJDwtwc,Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz),63.0,https://p.scdn.co/mp3-preview/86403b0c1ed41fee7126fe68c8986f36ec5d2035?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,98.0,spotify:track:7EZPH9Px3gXlxD5KJDwtwc
3101,Rest Of My Life,92.0,"Ludacris, Usher, David Guetta",Rest Of My LifeLudacris Featuring Usher & David Guetta,38589.0,Ludacris Featuring Usher & David Guetta,2013-02-09,0.0,75.0,72.0,87.0,Rest Of My Life,10.0,6SLUwdeias7fn6qVq6LcgP,Rest Of My Life,55.0,,100.0,spotify:track:6SLUwdeias7fn6qVq6LcgP
3102,My Own Lane (Expanded Edition),90.0,"Kid Ink, Meek Mill, Wale",Bad AssKid Ink Featuring Meek Mill & Wale,38592.0,Kid Ink Featuring Meek Mill & Wale,2013-02-09,1.0,0.0,90.0,90.0,Bad Ass,1.0,7fyXwRFTlBroXfsN5ybIPX,Bad Ass (feat. Meek Mill & Wale),45.0,https://p.scdn.co/mp3-preview/94c10d7a38f4713d2e8db73e297e8e6b4d9d5954?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,93.0,spotify:track:7fyXwRFTlBroXfsN5ybIPX
3103,Outlaws Like Me,100.0,Justin Moore,Til My Last DayJustin Moore,38596.0,Justin Moore,2013-02-09,0.0,85.0,51.0,94.0,Til My Last Day,20.0,3mHAyclWdtFASQuobdnDf8,Til My Last Day,53.0,,100.0,spotify:track:3mHAyclWdtFASQuobdnDf8
3104,Jesus Piece (Deluxe),91.0,"The Game, Chris Brown, Tyga, Wiz Khalifa, Lil Wayne","CelebrationGame Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",38597.0,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",2013-02-09,0.0,90.0,81.0,95.0,Celebration,12.0,3DpqHuPTyeHWEp3lN8G0oq,Celebration,55.0,,100.0,spotify:track:3DpqHuPTyeHWEp3lN8G0oq
3105,Red,100.0,Taylor Swift,We Are Never Ever Getting Back TogetherTaylor Swift,38648.0,Taylor Swift,2013-02-02,0.0,39.0,1.0,46.0,We Are Never Ever Getting Back Together,24.0,7AEAGTc8cReDqcbPoY9gwo,We Are Never Ever Getting Back Together,63.0,,100.0,spotify:track:7AEAGTc8cReDqcbPoY9gwo
3106,channel ORANGE,100.0,Frank Ocean,Thinkin Bout YouFrank Ocean,38651.0,Frank Ocean,2013-02-02,0.0,45.0,32.0,49.0,Thinkin Bout You,28.0,7DfFc7a6Rwfi3YQMRbDMau,Thinkin Bout You,72.0,,100.0,spotify:track:7DfFc7a6Rwfi3YQMRbDMau
3107,LONG.LIVE.A$AP (Deluxe Version),100.0,A$AP Rocky,Long Live A$APA$AP Rocky,38688.0,A$AP Rocky,2013-02-02,1.0,0.0,86.0,86.0,Long Live A$AP,1.0,60Mq4EumvcSXznNugo9Op3,Long Live A$AP,58.0,https://p.scdn.co/mp3-preview/2f43255d02e821e13026ec5e4446293cc232d515?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:60Mq4EumvcSXznNugo9Op3
3108,Take Me Home: Yearbook Edition,100.0,One Direction,Live While We're YoungOne Direction,38696.0,One Direction,2013-02-02,0.0,82.0,3.0,94.0,Live While We're Young,16.0,6aGjEZ7kq3YXgD0EDt80O5,Live While We're Young,73.0,https://p.scdn.co/mp3-preview/b5c644863d8bd68653ecb74bc1bae42ccdb16d7f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6aGjEZ7kq3YXgD0EDt80O5
