,SongID,Unnamed: 0,artist,date,isNew,lastPos,peakPos,rank,title,weeks
85294,I WishJo Dee Messina,85294.0,Jo Dee Messina,2004-02-14,0.0,79.0,75.0,92.0,I Wish,4.0
85295,My BabyBow Wow Featuring Jagged Edge,85295.0,Bow Wow Featuring Jagged Edge,2004-02-14,0.0,82.0,42.0,93.0,My Baby,11.0
85297,FallenMya,85297.0,Mya,2004-02-14,0.0,87.0,51.0,95.0,Fallen,12.0
85302,Not TodayMary J. Blige Featuring Eve,85302.0,Mary J. Blige Featuring Eve,2004-02-14,0.0,81.0,41.0,100.0,Not Today,10.0
85402,Chicks Dig ItChris Cagle,85402.0,Chris Cagle,2004-02-07,0.0,94.0,53.0,100.0,Chicks Dig It,15.0
85498,The Set UpObie Trice Featuring Nate Dogg,85498.0,Obie Trice Featuring Nate Dogg,2004-01-31,0.0,91.0,73.0,96.0,The Set Up,4.0
85597,Knock KnockMonica,85597.0,Monica,2004-01-24,0.0,93.0,75.0,95.0,Knock Knock,18.0
85601,Another Postcard (Chimps)Barenaked Ladies,85601.0,Barenaked Ladies,2004-01-24,0.0,94.0,82.0,99.0,Another Postcard (Chimps),15.0
85602,Pass That DutchMissy Elliott,85602.0,Missy Elliott,2004-01-24,0.0,92.0,27.0,100.0,Pass That Dutch,15.0
85640,"Shake Ya TailfeatherNelly, P. Diddy & Murphy Lee",85640.0,"Nelly, P. Diddy & Murphy Lee",2004-01-17,0.0,40.0,1.0,38.0,Shake Ya Tailfeather,30.0
85697,Me Against The MusicBritney Spears Featuring Madonna,85697.0,Britney Spears Featuring Madonna,2004-01-17,0.0,91.0,35.0,95.0,Me Against The Music,13.0
85799,HeavenLive,85799.0,Live,2004-01-10,0.0,97.0,59.0,97.0,Heaven,20.0
86000,I Can't Take You AnywhereScotty Emerick With Toby Keith,86000.0,Scotty Emerick With Toby Keith,2003-12-27,0.0,93.0,91.0,98.0,I Can't Take You Anywhere,6.0
86092,AmazingJosh Kelley,86092.0,Josh Kelley,2003-12-20,0.0,88.0,79.0,90.0,Amazing,20.0
86098,Take Me AwayFefe Dobson,86098.0,Fefe Dobson,2003-12-20,0.0,89.0,87.0,96.0,Take Me Away,6.0
86196,Party To DamascusWyclef Jean Featuring Missy Elliott,86196.0,Wyclef Jean Featuring Missy Elliott,2003-12-13,0.0,92.0,65.0,94.0,Party To Damascus,9.0
86251,Into YouFabolous Featuring Tamia Or Ashanti,86251.0,Fabolous Featuring Tamia Or Ashanti,2003-12-06,0.0,40.0,4.0,49.0,Into You,26.0
86293,Waiting For YouSeal,86293.0,Seal,2003-12-06,0.0,91.0,89.0,91.0,Waiting For You,8.0
86400,LowKelly Clarkson,86400.0,Kelly Clarkson,2003-11-29,0.0,88.0,58.0,98.0,Low,11.0
86444,Drift AwayUncle Kracker Featuring Dobie Gray,86444.0,Uncle Kracker Featuring Dobie Gray,2003-11-22,0.0,41.0,9.0,42.0,Drift Away,35.0
86448,Crazy In LoveBeyonce Featuring Jay Z,86448.0,Beyonce Featuring Jay Z,2003-11-22,0.0,44.0,1.0,46.0,Crazy In Love,27.0
86497,SenoritaJustin Timberlake,86497.0,Justin Timberlake,2003-11-22,0.0,91.0,27.0,95.0,Senorita,17.0
86502,Ooh!Mary J. Blige,86502.0,Mary J. Blige,2003-11-22,0.0,89.0,29.0,100.0,Ooh!,12.0
86548,Frontin'Pharrell Featuring Jay-Z,86548.0,Pharrell Featuring Jay-Z,2003-11-15,0.0,30.0,5.0,46.0,Frontin',23.0
86659,My Love Is Like... WoMya,86659.0,Mya,2003-11-08,0.0,40.0,13.0,57.0,My Love Is Like... Wo,20.0
86685,TroubleP!nk,86685.0,P!nk,2003-11-08,0.0,68.0,68.0,83.0,Trouble,4.0
86796,Hole In The WorldEagles,86796.0,Eagles,2003-11-01,0.0,94.0,69.0,94.0,Hole In The World,14.0
86797,DangerErykah Badu,86797.0,Erykah Badu,2003-11-01,0.0,90.0,82.0,95.0,Danger,11.0
86849,Come OverAaliyah,86849.0,Aaliyah,2003-10-25,0.0,44.0,32.0,47.0,Come Over,20.0
86944,Bring Me To LifeEvanescence Featuring Paul McCoy,86944.0,Evanescence Featuring Paul McCoy,2003-10-18,0.0,38.0,5.0,42.0,Bring Me To Life,32.0
86998,I Want YouThalia Featuring Fat Joe,86998.0,Thalia Featuring Fat Joe,2003-10-18,0.0,90.0,22.0,96.0,I Want You,19.0
86999,Girls And BoysGood Charlotte,86999.0,Good Charlotte,2003-10-18,0.0,92.0,48.0,97.0,Girls And Boys,13.0
87002,CrazyJavier,87002.0,Javier,2003-10-18,0.0,96.0,95.0,100.0,Crazy,8.0
87049,"Never Leave You - Uh Ooh, Uh Oooh!Lumidee",87049.0,Lumidee,2003-10-11,0.0,36.0,3.0,47.0,"Never Leave You - Uh Ooh, Uh Oooh!",20.0
87097,Light Your A** On FireBusta Rhymes,87097.0,Busta Rhymes,2003-10-11,0.0,88.0,58.0,95.0,Light Your A** On Fire,10.0
87100,Then They DoTrace Adkins,87100.0,Trace Adkins,2003-10-11,0.0,92.0,52.0,98.0,Then They Do,13.0
87152,Magic StickLil' Kim Featuring 50 Cent,87152.0,Lil' Kim Featuring 50 Cent,2003-10-04,0.0,39.0,2.0,50.0,Magic Stick,24.0
87199,Sympathy For The Devil (Remixes)The Rolling Stones,87199.0,The Rolling Stones,2003-10-04,1.0,0.0,97.0,97.0,Sympathy For The Devil (Remixes),1.0
87300,Simply Being Loved (Somnambulist)BT,87300.0,BT,2003-09-27,0.0,98.0,98.0,98.0,Simply Being Loved (Somnambulist),3.0
87302,Love At 1st SightMary J. Blige Featuring Method Man,87302.0,Mary J. Blige Featuring Method Man,2003-09-27,0.0,90.0,22.0,100.0,Love At 1st Sight,13.0
87495,Na Na Na112 Featuring Super Cat,87495.0,112 Featuring Super Cat,2003-09-13,0.0,75.0,75.0,93.0,Na Na Na,6.0
87497,BreatheBlu Cantrell Featuring Sean Paul,87497.0,Blu Cantrell Featuring Sean Paul,2003-09-13,0.0,94.0,70.0,95.0,Breathe,20.0
87697,Cop That Sh#!Timbaland & Magoo Featuring Missy Elliott,87697.0,Timbaland & Magoo Featuring Missy Elliott,2003-08-30,0.0,95.0,95.0,95.0,Cop That Sh#!,2.0
87789,What The World NeedsWynonna,87789.0,Wynonna,2003-08-23,0.0,76.0,70.0,87.0,What The World Needs,8.0
87886,Never ScaredBone Crusher Featuring Killer Mike & T.I.,87886.0,Bone Crusher Featuring Killer Mike & T.I.,2003-08-16,0.0,79.0,26.0,84.0,Never Scared,20.0
87894,Still Ballin2Pac Featuring Trick Daddy,87894.0,2Pac Featuring Trick Daddy,2003-08-16,0.0,98.0,69.0,92.0,Still Ballin,20.0
87899,SnakeR. Kelly Featuring Big Tigger,87899.0,R. Kelly Featuring Big Tigger,2003-08-16,0.0,93.0,16.0,97.0,Snake,17.0
87999,What A Beautiful DayChris Cagle,87999.0,Chris Cagle,2003-08-09,0.0,95.0,41.0,97.0,What A Beautiful Day,20.0
88075,SpeedMontgomery Gentry,88075.0,Montgomery Gentry,2003-08-02,0.0,56.0,47.0,73.0,Speed,20.0
88087,I BelieveDiamond Rio,88087.0,Diamond Rio,2003-08-02,0.0,89.0,31.0,85.0,I Believe,20.0
88098,4 EverLil' Mo Featuring Fabolous,88098.0,Lil' Mo Featuring Fabolous,2003-08-02,0.0,88.0,37.0,96.0,4 Ever,20.0
88201,I Love YouDru Hill,88201.0,Dru Hill,2003-07-26,0.0,96.0,77.0,99.0,I Love You,13.0
88202,StuckStacie Orrico,88202.0,Stacie Orrico,2003-07-26,0.0,91.0,52.0,100.0,Stuck,11.0
88252,PictureKid Rock Featuring Sheryl Crow Or Allison Moorer,88252.0,Kid Rock Featuring Sheryl Crow Or Allison Moorer,2003-07-19,0.0,44.0,4.0,50.0,Picture,34.0
88402,I CanNas,88402.0,Nas,2003-07-12,0.0,100.0,12.0,100.0,I Can,20.0
88495,Hell YeahGinuwine Featuring Baby,88495.0,Ginuwine Featuring Baby,2003-07-05,0.0,90.0,17.0,93.0,Hell Yeah,20.0
88596,God Bless The U.S.A.American Idol Finalists,88596.0,American Idol Finalists,2003-06-28,0.0,0.0,4.0,94.0,God Bless The U.S.A.,8.0
88600,Beware Of The Boys (Mundian To Bach Ke)Panjabi MC Featuring Jay-Z,88600.0,Panjabi MC Featuring Jay-Z,2003-06-28,0.0,89.0,33.0,98.0,Beware Of The Boys (Mundian To Bach Ke),12.0
88641,BeautifulSnoop Dogg Featuring Pharrell & Uncle Charlie Wilson,88641.0,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,2003-06-21,0.0,27.0,6.0,39.0,Beautiful,20.0
88652,Miss YouAaliyah,88652.0,Aaliyah,2003-06-21,0.0,40.0,3.0,50.0,Miss You,30.0
88684,The Jump OffLil' Kim Featuring Mr. Cheeks,88684.0,Lil' Kim Featuring Mr. Cheeks,2003-06-21,0.0,70.0,17.0,82.0,The Jump Off,20.0
88744,AngelAmanda Perez,88744.0,Amanda Perez,2003-06-14,0.0,36.0,20.0,42.0,Angel,20.0
88752,The Game Of LoveSantana Featuring Michelle Branch,88752.0,Santana Featuring Michelle Branch,2003-06-14,0.0,45.0,5.0,50.0,The Game Of Love,37.0
88801,Make Me A SongKiley Dean,88801.0,Kiley Dean,2003-06-14,0.0,99.0,99.0,99.0,Make Me A Song,2.0
88902,"P***ycatMissy ""Misdemeanor"" Elliott",88902.0,"Missy ""Misdemeanor"" Elliott",2003-06-07,0.0,85.0,77.0,100.0,P***ycat,5.0
88999,GirlfriendB2K,88999.0,B2K,2003-05-31,0.0,80.0,30.0,97.0,Girlfriend,13.0
89051,BeautifulChristina Aguilera,89051.0,Christina Aguilera,2003-05-24,0.0,44.0,2.0,49.0,Beautiful,27.0
89098,Roll Wit M.V.P. (We Be Like! The La La Song)Stagga Lee,89098.0,Stagga Lee,2003-05-24,0.0,91.0,91.0,96.0,Roll Wit M.V.P. (We Be Like! The La La Song),4.0
89187,Man To ManGary Allan,89187.0,Gary Allan,2003-05-17,0.0,84.0,25.0,85.0,Man To Man,20.0
89196,SupermanEminem,89196.0,Eminem,2003-05-17,0.0,86.0,15.0,94.0,Superman,16.0
89268,"Gossip FolksMissy ""Misdemeanor"" Elliott Featuring Ludacris",89268.0,"Missy ""Misdemeanor"" Elliott Featuring Ludacris",2003-05-10,0.0,59.0,8.0,66.0,Gossip Folks,20.0
89393,Soldier's HeartR. Kelly,89393.0,R. Kelly,2003-05-03,0.0,80.0,80.0,91.0,Soldier's Heart,3.0
89401,RunningNo Doubt,89401.0,No Doubt,2003-05-03,0.0,90.0,62.0,99.0,Running,6.0
89451,"Bump, Bump, BumpB2K & P. Diddy",89451.0,B2K & P. Diddy,2003-04-26,0.0,38.0,1.0,49.0,"Bump, Bump, Bump",22.0
89573,DamagedTLC,89573.0,TLC,2003-04-19,0.0,53.0,53.0,71.0,Damaged,4.0
89580,Thugz Mansion2Pac,89580.0,2Pac,2003-04-19,0.0,78.0,19.0,78.0,Thugz Mansion,20.0
89591,Tell Me (What's Goin' On)Smilez & Southstar,89591.0,Smilez & Southstar,2003-04-19,0.0,79.0,28.0,89.0,Tell Me (What's Goin' On),16.0
89596,LaundromatNivea,89596.0,Nivea,2003-04-19,0.0,87.0,58.0,94.0,Laundromat,9.0
89745,LandslideDixie Chicks,89745.0,Dixie Chicks,2003-04-05,0.0,10.0,7.0,43.0,Landslide,29.0
89796,All I NeedFat Joe Featuring Tony Sunshine & Armageddon,89796.0,Fat Joe Featuring Tony Sunshine & Armageddon,2003-04-05,0.0,86.0,86.0,94.0,All I Need,8.0
89799,Travelin' SoldierDixie Chicks,89799.0,Dixie Chicks,2003-04-05,0.0,52.0,25.0,97.0,Travelin' Soldier,10.0
89800,Up!Shania Twain,89800.0,Shania Twain,2003-04-05,0.0,89.0,63.0,98.0,Up!,10.0
89802,Can't NobodyKelly Rowland,89802.0,Kelly Rowland,2003-04-05,0.0,97.0,97.0,100.0,Can't Nobody,5.0
89848,'03 Bonnie & ClydeJay-Z Featuring Beyonce Knowles,89848.0,Jay-Z Featuring Beyonce Knowles,2003-03-29,0.0,37.0,4.0,46.0,'03 Bonnie & Clyde,23.0
89897,Do That...Baby Featuring P. Diddy,89897.0,Baby Featuring P. Diddy,2003-03-29,0.0,90.0,33.0,95.0,Do That...,20.0
89898,Come Close To MeCommon Featuring Mary J. Blige,89898.0,Common Featuring Mary J. Blige,2003-03-29,0.0,83.0,65.0,96.0,Come Close To Me,15.0
89943,"Air Force OnesNelly Featuring Kyjuan, Ali & Murphy Lee",89943.0,"Nelly Featuring Kyjuan, Ali & Murphy Lee",2003-03-22,0.0,31.0,3.0,41.0,Air Force Ones,20.0
89993,Beautiful GoodbyeJennifer Hanson,89993.0,Jennifer Hanson,2003-03-22,0.0,76.0,76.0,91.0,Beautiful Goodbye,10.0
90000,ParadiseLL Cool J Featuring Amerie,90000.0,LL Cool J Featuring Amerie,2003-03-22,0.0,87.0,36.0,98.0,Paradise,15.0
90092,SomethingLasgo,90092.0,Lasgo,2003-03-15,0.0,85.0,35.0,90.0,Something,20.0
90101,Break You OffThe Roots Featuring Musiq,90101.0,The Roots Featuring Musiq,2003-03-15,1.0,0.0,99.0,99.0,Break You Off,1.0
90250,dontchangeMusiq,90250.0,Musiq,2003-03-01,0.0,47.0,17.0,48.0,dontchange,26.0
90297,BreatheTelepopmusik,90297.0,Telepopmusik,2003-03-01,0.0,86.0,78.0,95.0,Breathe,10.0
90351,Jenny From The BlockJennifer Lopez Featuring Styles & Jadakiss,90351.0,Jennifer Lopez Featuring Styles & Jadakiss,2003-02-22,0.0,36.0,3.0,49.0,Jenny From The Block,20.0
90352,CryFaith Hill,90352.0,Faith Hill,2003-02-22,0.0,43.0,33.0,50.0,Cry,26.0
90401,Take You HomeAngie Martinez Featuring Kelis,90401.0,Angie Martinez Featuring Kelis,2003-02-22,0.0,97.0,85.0,99.0,Take You Home,5.0
90496,SpinLifehouse,90496.0,Lifehouse,2003-02-15,0.0,88.0,71.0,94.0,Spin,14.0
90594,StoleKelly Rowland,90594.0,Kelly Rowland,2003-02-08,0.0,87.0,27.0,92.0,Stole,20.0
90798,Girl TalkTLC,90798.0,TLC,2003-01-25,0.0,91.0,28.0,96.0,Girl Talk,14.0
90996,From Tha Chuuuch To Da PalaceSnoop Dogg,90996.0,Snoop Dogg,2003-01-11,0.0,90.0,77.0,94.0,From Tha Chuuuch To Da Palace,10.0
91061,I Care 4 UAaliyah,91061.0,Aaliyah,2003-01-04,0.0,54.0,16.0,59.0,I Care 4 U,20.0
91100,These Are The DaysO-Town,91100.0,O-Town,2003-01-04,0.0,70.0,64.0,98.0,These Are The Days,5.0
91101,Every RiverBrooks & Dunn,91101.0,Brooks & Dunn,2003-01-04,0.0,87.0,75.0,99.0,Every River,5.0
91250,BabyAshanti,91250.0,Ashanti,2002-12-21,0.0,39.0,15.0,48.0,Baby,22.0
91293,The StreetsWC Featuring Nate Dogg,91293.0,WC Featuring Nate Dogg,2002-12-21,0.0,89.0,81.0,91.0,The Streets,13.0
91302,Little ThingsIndia.Arie,91302.0,India.Arie,2002-12-21,0.0,99.0,89.0,100.0,Little Things,13.0
91343,If I Could Go!Angie Martinez Featuring Lil' Mo & Sacario,91343.0,Angie Martinez Featuring Lil' Mo & Sacario,2002-12-14,0.0,41.0,15.0,41.0,If I Could Go!,26.0
91347,Gotta Get Thru ThisDaniel Bedingfield,91347.0,Daniel Bedingfield,2002-12-14,0.0,39.0,10.0,45.0,Gotta Get Thru This,21.0
91402,Trade It AllFabolous Featuring P. Diddy & Jagged Edge,91402.0,Fabolous Featuring P. Diddy & Jagged Edge,2002-12-14,0.0,98.0,20.0,100.0,Trade It All,18.0
91497,The Ketchup Song (Hey Hah)Las Ketchup,91497.0,Las Ketchup,2002-12-07,0.0,89.0,54.0,95.0,The Ketchup Song (Hey Hah),9.0
91499,Starry Eyed SurpriseOakenfold Featuring Shifty Shellshock,91499.0,Oakenfold Featuring Shifty Shellshock,2002-12-07,0.0,83.0,41.0,97.0,Starry Eyed Surprise,8.0
91502,ForgiveRebecca Lynn Howard,91502.0,Rebecca Lynn Howard,2002-12-07,0.0,95.0,71.0,100.0,Forgive,5.0
91545,HeavenDJ Sammy & Yanou Featuring Do,91545.0,DJ Sammy & Yanou Featuring Do,2002-11-30,0.0,42.0,8.0,43.0,Heaven,27.0
91552,"I Need A Girl (Part Two)P. Diddy & Ginuwine Featuring Loon, Mario Winans & Tammy Ruggeri",91552.0,"P. Diddy & Ginuwine Featuring Loon, Mario Winans & Tammy Ruggeri",2002-11-30,0.0,48.0,4.0,50.0,I Need A Girl (Part Two),26.0
91699,"Burnin' UpFaith Evans Featuring Missy ""Misdemeanor"" Elliott",91699.0,"Faith Evans Featuring Missy ""Misdemeanor"" Elliott",2002-11-23,0.0,93.0,60.0,97.0,Burnin' Up,15.0
91834,Move B***hLudacris Featuring Mystikal & Infamous 2.0,91834.0,Ludacris Featuring Mystikal & Infamous 2.0,2002-11-09,0.0,24.0,10.0,32.0,Move B***h,23.0
91899,The One You LovePaulina Rubio,91899.0,Paulina Rubio,2002-11-09,0.0,97.0,97.0,97.0,The One You Love,3.0
91901,In Da WindTrick Daddy Featuring Cee-Lo & Big Boi,91901.0,Trick Daddy Featuring Cee-Lo & Big Boi,2002-11-09,0.0,96.0,70.0,99.0,In Da Wind,18.0
91937,Nothin'N.O.R.E.,91937.0,N.O.R.E.,2002-11-02,0.0,30.0,10.0,35.0,Nothin',24.0
91980,"Down 4 UIrv Gotti Presents The Inc. Featuring Ja Rule, Ashanti, Charli Baltimore & Vita",91980.0,"Irv Gotti Presents The Inc. Featuring Ja Rule, Ashanti, Charli Baltimore & Vita",2002-11-02,0.0,77.0,6.0,78.0,Down 4 U,20.0
91989,Long Time GoneDixie Chicks,91989.0,Dixie Chicks,2002-11-02,0.0,87.0,7.0,87.0,Long Time Gone,20.0
91994,I Do (Wanna Get Close To You)3LW Featuring P. Diddy & Loon,91994.0,3LW Featuring P. Diddy & Loon,2002-11-02,0.0,79.0,58.0,92.0,I Do (Wanna Get Close To You),14.0
92002,Are We Cuttin'Pastor Troy Featuring Ms. Jade,92002.0,Pastor Troy Featuring Ms. Jade,2002-11-02,0.0,96.0,96.0,100.0,Are We Cuttin',5.0
92201,Feel It BoyBeenie Man Featuring Janet,92201.0,Beenie Man Featuring Janet,2002-10-19,0.0,89.0,28.0,99.0,Feel It Boy,12.0
92202,She WasMark Chesnutt,92202.0,Mark Chesnutt,2002-10-19,0.0,96.0,62.0,100.0,She Was,11.0
92244,Just A Friend 2002Mario,92244.0,Mario,2002-10-12,0.0,28.0,4.0,42.0,Just A Friend 2002,21.0
92247,HeroChad Kroeger Featuring Josey Scott,92247.0,Chad Kroeger Featuring Josey Scott,2002-10-12,0.0,38.0,3.0,45.0,Hero,22.0
92395,Drift & DiePuddle Of Mudd,92395.0,Puddle Of Mudd,2002-10-05,0.0,90.0,61.0,93.0,Drift & Die,20.0
92398,Call MeTweet,92398.0,Tweet,2002-10-05,0.0,95.0,31.0,96.0,Call Me,19.0
92401,I've Got YouMarc Anthony,92401.0,Marc Anthony,2002-10-05,0.0,97.0,81.0,99.0,I've Got You,14.0
92495,The OneGary Allan,92495.0,Gary Allan,2002-09-28,0.0,91.0,37.0,93.0,The One,20.0
92594,All Eyez On MeMonica,92594.0,Monica,2002-09-21,0.0,82.0,69.0,92.0,All Eyez On Me,7.0
92602,"My Neck, My BackKhia Featuring DSD",92602.0,Khia Featuring DSD,2002-09-21,0.0,99.0,42.0,100.0,"My Neck, My Back",18.0
92685,I'm Gonna Miss Her (The Fishin' Song)Brad Paisley,92685.0,Brad Paisley,2002-09-14,0.0,89.0,29.0,83.0,I'm Gonna Miss Her (The Fishin' Song),20.0
92748,halfcrazyMusiq,92748.0,Musiq,2002-09-07,0.0,39.0,16.0,46.0,halfcrazy,25.0
92788,A Little Less ConversationElvis Presley vs JXL,92788.0,Elvis Presley vs JXL,2002-09-07,0.0,61.0,50.0,86.0,A Little Less Conversation,9.0
92798,WhatchulookinatWhitney Houston,92798.0,Whitney Houston,2002-09-07,0.0,96.0,96.0,96.0,Whatchulookinat,3.0
92799,Blue JeansYasmeen Featuring Ghostface Killah,92799.0,Yasmeen Featuring Ghostface Killah,2002-09-07,0.0,97.0,97.0,97.0,Blue Jeans,4.0
92854,AddictiveTruth Hurts Featuring Rakim,92854.0,Truth Hurts Featuring Rakim,2002-08-31,0.0,42.0,9.0,52.0,Addictive,20.0
93049,I Need A Girl (Part One)P. Diddy Featuring Usher & Loon,93049.0,P. Diddy Featuring Usher & Loon,2002-08-17,0.0,33.0,2.0,47.0,I Need A Girl (Part One),23.0
93077,I Don't Have To Be Me ('til Monday)Steve Azar,93077.0,Steve Azar,2002-08-17,0.0,72.0,35.0,75.0,I Don't Have To Be Me ('til Monday),20.0
93096,"Down A** ChickJa Rule Featuring Charli ""Chuck"" Baltimore",93096.0,"Ja Rule Featuring Charli ""Chuck"" Baltimore",2002-08-17,0.0,85.0,21.0,94.0,Down A** Chick,19.0
93099,Quitame Ese HombrePilar Montenegro,93099.0,Pilar Montenegro,2002-08-17,0.0,97.0,74.0,97.0,Quitame Ese Hombre,13.0
93251,Don't Let Me Get MeP!nk,93251.0,P!nk,2002-07-27,0.0,37.0,8.0,49.0,Don't Let Me Get Me,21.0
93450,More Than A WomanAaliyah,93450.0,Aaliyah,2002-07-13,0.0,35.0,25.0,48.0,More Than A Woman,24.0
93464,Pass The Courvoisier Part IIBusta Rhymes Featuring P. Diddy & Pharrell,93464.0,Busta Rhymes Featuring P. Diddy & Pharrell,2002-07-13,0.0,51.0,11.0,62.0,Pass The Courvoisier Part II,20.0
93496,Black Suits Comin' (Nod Ya Head)Will Smith Featuring Tra-Knox,93496.0,Will Smith Featuring Tra-Knox,2002-07-13,0.0,95.0,77.0,94.0,Black Suits Comin' (Nod Ya Head),3.0
93502,I Don't Want You To GoCarolyn Dawn Johnson,93502.0,Carolyn Dawn Johnson,2002-07-13,0.0,94.0,54.0,100.0,I Don't Want You To Go,10.0
93556,AnythingJaheim Featuring Next,93556.0,Jaheim Featuring Next,2002-07-06,0.0,52.0,28.0,54.0,Anything,20.0
93645,Ain't It FunnyJennifer Lopez Featuring Ja Rule,93645.0,Jennifer Lopez Featuring Ja Rule,2002-06-29,0.0,35.0,1.0,43.0,Ain't It Funny,27.0
93700,Day + NightIsyss Featuring Jadakiss,93700.0,Isyss Featuring Jadakiss,2002-06-29,0.0,99.0,98.0,98.0,Day + Night,4.0
93745,Girlfriend'N Sync Featuring Nelly,93745.0,'N Sync Featuring Nelly,2002-06-22,0.0,39.0,5.0,43.0,Girlfriend,20.0
93786,YoungKenny Chesney,93786.0,Kenny Chesney,2002-06-22,0.0,85.0,35.0,84.0,Young,20.0
94100,NeverAmanda Perez,94100.0,Amanda Perez,2002-06-01,0.0,92.0,79.0,98.0,Never,16.0
94101,Rapture (Tastes So Sweet)iio,94101.0,iio,2002-06-01,0.0,0.0,46.0,99.0,Rapture (Tastes So Sweet),15.0
94102,SugarhighJade Anderson,94102.0,Jade Anderson,2002-06-01,0.0,96.0,96.0,100.0,Sugarhigh,2.0
94172,BlessedMartina McBride,94172.0,Martina McBride,2002-05-25,0.0,62.0,31.0,70.0,Blessed,20.0
94195,Take Ya HomeLil Bow Wow,94195.0,Lil Bow Wow,2002-05-25,0.0,84.0,72.0,93.0,Take Ya Home,7.0
94197,Some Days You Gotta DanceDixie Chicks,94197.0,Dixie Chicks,2002-05-25,0.0,91.0,55.0,95.0,Some Days You Gotta Dance,19.0
94201,OverprotectedBritney Spears,94201.0,Britney Spears,2002-05-25,0.0,90.0,86.0,99.0,Overprotected,5.0
94297,So ComplicatedCarolyn Dawn Johnson,94297.0,Carolyn Dawn Johnson,2002-05-18,0.0,96.0,59.0,95.0,So Complicated,17.0
94298,Take You Home With Me a.k.a. BodyR. Kelly & Jay-Z,94298.0,R. Kelly & Jay-Z,2002-05-18,0.0,95.0,81.0,96.0,Take You Home With Me a.k.a. Body,8.0
94301,It's Goin' DownX-Ecutioners,94301.0,X-Ecutioners,2002-05-18,0.0,93.0,85.0,99.0,It's Goin' Down,11.0
94302,Tell Me What's It Gonna BeBrian McKnight Featuring Jermaine Dupri,94302.0,Brian McKnight Featuring Jermaine Dupri,2002-05-18,0.0,98.0,91.0,100.0,Tell Me What's It Gonna Be,5.0
94399,Any Other NightSharissa,94399.0,Sharissa,2002-05-11,0.0,92.0,72.0,97.0,Any Other Night,14.0
94496,Hey Luv (Anything)Mobb Deep Featuring 112,94496.0,Mobb Deep Featuring 112,2002-05-04,0.0,87.0,58.0,94.0,Hey Luv (Anything),15.0
94592,No Matta What (Party All Night)Toya,94592.0,Toya,2002-04-27,0.0,86.0,86.0,90.0,No Matta What (Party All Night),7.0
94600,Closet FreakCee-Lo,94600.0,Cee-Lo,2002-04-27,0.0,0.0,98.0,98.0,Closet Freak,3.0
94602,"Take AwayMissy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",94602.0,"Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",2002-04-27,0.0,88.0,45.0,100.0,Take Away,20.0
94701,Hush Lil' LadyCorey Featuring Lil' Romeo,94701.0,Corey Featuring Lil' Romeo,2002-04-20,0.0,97.0,63.0,99.0,Hush Lil' Lady,13.0
94759,Young'n (Holla Back)Fabolous,94759.0,Fabolous,2002-04-13,0.0,59.0,33.0,57.0,Young'n (Holla Back),20.0
94902,Round And RoundJonell & Method Man,94902.0,Jonell & Method Man,2002-04-06,0.0,100.0,62.0,100.0,Round And Round,17.0
95101,JiggaJAY-Z,95101.0,JAY-Z,2002-03-23,0.0,92.0,66.0,99.0,Jigga,9.0
95102,"KnocKnoc-Turn'Al With Dr. Dre & Missy ""Misdemeanor"" Elliott",95102.0,"Knoc-Turn'Al With Dr. Dre & Missy ""Misdemeanor"" Elliott",2002-03-23,0.0,98.0,98.0,100.0,Knoc,3.0
95189,AliveP.O.D.,95189.0,P.O.D.,2002-03-16,0.0,82.0,41.0,87.0,Alive,20.0
95201,I Miss YouDMX Featuring Faith Evans,95201.0,DMX Featuring Faith Evans,2002-03-16,0.0,89.0,86.0,99.0,I Miss You,7.0
95277,RunGeorge Strait,95277.0,George Strait,2002-03-09,0.0,69.0,34.0,75.0,Run,20.0
95293,Wrapped Up In YouGarth Brooks,95293.0,Garth Brooks,2002-03-09,0.0,95.0,46.0,91.0,Wrapped Up In You,20.0
95301,OoohhhweeMaster P Featuring Weebie,95301.0,Master P Featuring Weebie,2002-03-09,0.0,99.0,63.0,99.0,Ooohhhwee,11.0
95342,Gone'N Sync,95342.0,'N Sync,2002-03-02,0.0,41.0,11.0,40.0,Gone,24.0
95374,#1Nelly,95374.0,Nelly,2002-03-02,0.0,63.0,22.0,72.0,#1,20.0
95449,I Do!!Toya,95449.0,Toya,2002-02-23,0.0,40.0,16.0,47.0,I Do!!,39.0
95451,Rock The BoatAaliyah,95451.0,Aaliyah,2002-02-23,0.0,28.0,14.0,49.0,Rock The Boat,25.0
95501,GoodbyeJagged Edge,95501.0,Jagged Edge,2002-02-23,0.0,85.0,58.0,99.0,Goodbye,15.0
95595,From Her Mama (Mama Got A**)Juvenile,95595.0,Juvenile,2002-02-16,0.0,93.0,65.0,93.0,From Her Mama (Mama Got A**),15.0
95600,"Fatty GirlLudacris, LL Cool J & Keith Murray",95600.0,"Ludacris, LL Cool J & Keith Murray",2002-02-16,0.0,98.0,87.0,98.0,Fatty Girl,14.0
95602,You Gets No LoveFaith Evans,95602.0,Faith Evans,2002-02-16,0.0,95.0,38.0,100.0,You Gets No Love,20.0
